code	name	description	lo_type	parent_lo_code	concept_codes
SIO-GRAPHQL-ADD-MOCKS-TO-SCHEMA	Mock Schema Data Types with addMocksToSchema	Người học có khả năng tạo dữ liệu giả lập tự động cho toàn bộ Schema bằng addMocksToSchema.	SPECIFIC_IMPL	CIO-MOCK-SCHEMA-RESPONSE-ASSERTION	AUTOMATED_GRAPHQL_TESTING
SIO-GRAPHQL-INTEGRATION-TEST-SUPERTEST	Test GraphQL Endpoints with Supertest / Vitest	Người học có khả năng gửi câu lệnh truy vấn test endpoint bằng Supertest.	SPECIFIC_IMPL	CIO-MOCK-SCHEMA-RESPONSE-ASSERTION	AUTOMATED_GRAPHQL_TESTING
SIO-GRAPHQL-MOCK-RESOLVER-IMPLEMENTATION	Override Mock Resolvers for Specific Edge Cases	Người học có khả năng ghi đè kết quả trả về của hàm Resolver trong các trường hợp test đặc biệt.	SPECIFIC_IMPL	CIO-MOCK-SCHEMA-RESPONSE-ASSERTION	AUTOMATED_GRAPHQL_TESTING
ULO-GRAPHQL-CODEGEN	Master Automated Type Generators and SDK Compilation	Người học có khả năng tự động hóa sinh mã nguồn và gán kiểu TypeScript cho GraphQL.	UNIVERSAL		AUTOMATED_CODE_GENERATION_GQL
CIO-SCHEMA-DRIVEN-TYPE-COMPILATION	Compile Schema Files into Type-Safe SDKs	Người học có khả năng biên dịch các tệp .graphql thành các SDK an toàn kiểu dữ liệu.	CONCEPTUAL_IMPL	ULO-GRAPHQL-CODEGEN	AUTOMATED_CODE_GENERATION_GQL
SIO-GRAPHQL-CODEGEN-YML-CONFIG	Configure GraphQL Code Generator Manifests	Người học có khả năng cấu hình tệp codegen.ts / codegen.yml để chỉ định các plugin sinh mã.	SPECIFIC_IMPL	CIO-SCHEMA-DRIVEN-TYPE-COMPILATION	AUTOMATED_CODE_GENERATION_GQL
SIO-GRAPHQL-GENERATE-TYPESCRIPT-TYPES	Generate Static TypeScript Interfaces from SDL	Người học có khả năng sinh tự động danh sách tệp interface TypeScript từ GraphQL Schema.	SPECIFIC_IMPL	CIO-SCHEMA-DRIVEN-TYPE-COMPILATION	AUTOMATED_CODE_GENERATION_GQL
SIO-GRAPHQL-GENERATE-TYPED-REACT-HOOKS	Generate Type-Safe React Hooks for Queries and Mutations	Người học có khả năng sinh các Custom React Hooks có gán kiểu dữ liệu chuẩn xác cho từng Query/Mutation.	SPECIFIC_IMPL	CIO-SCHEMA-DRIVEN-TYPE-COMPILATION	AUTOMATED_CODE_GENERATION_GQL
ULO-GRAPHQL-ERROR-HANDLING	Master Execution Error Formatting and GraphQLError Standards	Người học có khả năng chuẩn hóa câu thông báo lỗi hệ thống trong GraphQL API.	UNIVERSAL		GRAPHQL_ERROR_FORMATTING
CIO-ERROR-EXTENSION-METADATA	Format GraphQLError Extensions with Status Codes	Người học có khả năng đính kèm mã lỗi HTTP và metadata vào mảng errors[].extensions.	CONCEPTUAL_IMPL	ULO-GRAPHQL-ERROR-HANDLING	GRAPHQL_ERROR_FORMATTING
SIO-GRAPHQL-GRAPHQLERROR-CLASS-INSTANTIATE	Throw Custom Exceptions with GraphQLError Class	Người học có khả năng bắn ngoại lệ hệ thống bằng đối tượng GraphQLError.	SPECIFIC_IMPL	CIO-ERROR-EXTENSION-METADATA	GRAPHQL_ERROR_FORMATTING
SIO-GRAPHQL-FORMAT-ERROR-PIPELINE	Sanitize Sensitive Internal Errors via formatError	Người học có khả năng lọc bớt các thông tin lỗi nhạy cảm bằng hàm formatError handler.	SPECIFIC_IMPL	CIO-ERROR-EXTENSION-METADATA	GRAPHQL_ERROR_FORMATTING
SIO-GRAPHQL-EXTENSIONS-ERROR-CODES	Attach Domain Error Codes to extensions Object	Người học có khả năng gán mã lỗi phân loại (UNAUTHENTICATED, BAD_USER_INPUT) vào extensions.	SPECIFIC_IMPL	CIO-ERROR-EXTENSION-METADATA	GRAPHQL_ERROR_FORMATTING
ULO-RELAY-SPECIFICATION	Master Cursor-based Pagination and Node Interface Standards	Người học có khả năng làm chủ chuẩn kiến trúc Relay cho phân trang bằng Cursor.	UNIVERSAL		RELAY_CURSOR_PAGINATION
CIO-CURSOR-PAGINATION-EDGES	Paginate Large Collections via Cursor Connections	Người học có khả năng xây dựng cấu trúc phân trang danh sách bằng Connections, Edges và PageInfo.	CONCEPTUAL_IMPL	ULO-RELAY-SPECIFICATION	RELAY_CURSOR_PAGINATION
SIO-GRAPHQL-RELAY-NODE-INTERFACE	Implement Global Object Identification Node Interface	Người học có khả năng triển khai giao diện Node interface xác định đối tượng duy nhất toàn hệ thống.	SPECIFIC_IMPL	CIO-CURSOR-PAGINATION-EDGES	RELAY_CURSOR_PAGINATION
SIO-GRAPHQL-CURSOR-PAGINATION-CONNECTION	Structure Cursor Pagination with Connections and Edges	Người học có khả năng tổ chức phân trang danh sách bằng cấu trúc Connection, Edge và PageInfo.	SPECIFIC_IMPL	CIO-CURSOR-PAGINATION-EDGES	RELAY_CURSOR_PAGINATION
SIO-GRAPHQL-FIRST-AFTER-PAGINATION-ARGS	Parse Pagination Arguments (first, after, last, before)	Người học có khả năng xử lý các tham số phân trang con trỏ (first, after, last, before) trong Resolver.	SPECIFIC_IMPL	CIO-CURSOR-PAGINATION-EDGES	RELAY_CURSOR_PAGINATION
ULO-PERSISTED-QUERIES	Master Persisted Queries and HTTP GET Caching	Người học có khả năng tối ưu dung lượng request và cache câu truy vấn tại CDN.	UNIVERSAL		PERSISTED_QUERIES_CACHING
CIO-QUERY-HASH-CDN-CACHING	Cache Hashed Query Payloads at Edge CDNs	Người học có khả năng mã hóa câu lệnh thành chuỗi SHA-256 hash và gửi qua HTTP GET.	CONCEPTUAL_IMPL	ULO-PERSISTED-QUERIES	PERSISTED_QUERIES_CACHING
SIO-GRAPHQL-APQ-SHA256-HASHING	Enable Automatic Persisted Queries (APQ) via SHA-256 Hashes	Người học có khả năng kích hoạt cơ chế APQ mã hóa câu lệnh thành chuỗi băm SHA-256.	SPECIFIC_IMPL	CIO-QUERY-HASH-CDN-CACHING	PERSISTED_QUERIES_CACHING
SIO-GRAPHQL-HTTP-GET-CDN-CACHE	Serve Persisted Queries over HTTP GET for CDN Caching	Người học có khả năng chuyển hướng truy vấn Persisted Query qua HTTP GET để lưu cache trên CDN.	SPECIFIC_IMPL	CIO-QUERY-HASH-CDN-CACHING	PERSISTED_QUERIES_CACHING
SIO-GRAPHQL-PRE-COMPILER-PERSISTED-QUERIES	Pre-compile Production Queries into Static Manifests	Người học có khả năng biên dịch trước các câu truy vấn tại thời điểm build thành tệp manifest cố định.	SPECIFIC_IMPL	CIO-QUERY-HASH-CDN-CACHING	PERSISTED_QUERIES_CACHING
ULO-INCREMENTAL-DELIVERY	Master Incremental Delivery Directives and Dynamic Streaming	Người học có khả năng truyền nạp các phần dữ liệu chậm bất đồng bộ bằng @defer và @stream.	UNIVERSAL		INCREMENTAL_DELIVERY_DIRECTIVES
CIO-MULTIPART-HTTP-RESPONSE-STREAM	Stream Multipart HTTP Payloads for Slow Fields	Người học có khả năng phát luồng dữ liệu từng phần qua HTTP multipart response.	CONCEPTUAL_IMPL	ULO-INCREMENTAL-DELIVERY	INCREMENTAL_DELIVERY_DIRECTIVES
SIO-GRAPHQL-DEFER-DIRECTIVE-USAGE	Defer Slow Field Resolution with @defer Directive	Người học có khả năng hoãn nạp các trường dữ liệu xử lý chậm bằng chỉ thị @defer.	SPECIFIC_IMPL	CIO-MULTIPART-HTTP-RESPONSE-STREAM	INCREMENTAL_DELIVERY_DIRECTIVES
SIO-GRAPHQL-STREAM-LIST-PAYLOADS	Stream List Array Items Incrementally via @stream Directive	Người học có khả năng truyền nạp danh sách mảng từng phần bằng chỉ thị @stream.	SPECIFIC_IMPL	CIO-MULTIPART-HTTP-RESPONSE-STREAM	INCREMENTAL_DELIVERY_DIRECTIVES
SIO-GRAPHQL-MULTIPART-RESPONSE-PARSE	Parse Multipart Payload Chunks in Client Libraries	Người học có khả năng trích xuất và ghép các mảnh dữ liệu multipart phía client.	SPECIFIC_IMPL	CIO-MULTIPART-HTTP-RESPONSE-STREAM	INCREMENTAL_DELIVERY_DIRECTIVES
ULO-API-PROTOCOL-GATEWAYS	Master Protocol Gateways and Multi-API Integration Architectures	Người học có khả năng kết nối và chuyển đổi giữa REST, gRPC và GraphQL.	UNIVERSAL		API_PROTOCOL_GATEWAYS
CIO-PROTOCOL-TRANSLATION-BRIDGE	Bridge REST Endpoints and gRPC Services into GraphQL	Người học có khả năng chuyển đổi các API REST/gRPC cũ thành các Schema GraphQL.	CONCEPTUAL_IMPL	ULO-API-PROTOCOL-GATEWAYS	API_PROTOCOL_GATEWAYS
SIO-GRAPHQL-REST-DATA-SOURCE-WRAP	Wrap Legacy REST Endpoints with RESTDataSource	Người học có khả năng bọc các API REST cũ bằng thư viện @apollo/datasource-rest.	SPECIFIC_IMPL	CIO-PROTOCOL-TRANSLATION-BRIDGE	API_PROTOCOL_GATEWAYS
SIO-GRAPHQL-GRPC-PROTOBUF-INTEGRATE	Call gRPC Microservices from GraphQL Resolvers	Người học có khả năng gọi các dịch vụ gRPC nội bộ từ trong hàm Resolver của GraphQL.	SPECIFIC_IMPL	CIO-PROTOCOL-TRANSLATION-BRIDGE	API_PROTOCOL_GATEWAYS
SIO-GRAPHQL-VS-REST-TRADE-OFFS	Analyze Architectural Trade-offs between REST and GraphQL	Người học có khả năng đánh giá ưu nhược điểm kiến trúc giữa REST và GraphQL cho từng bài toán.	SPECIFIC_IMPL	CIO-PROTOCOL-TRANSLATION-BRIDGE	API_PROTOCOL_GATEWAYS
SIO-GRAPHQL-ALIASES-OBJECTS-SELECTION	Rename Fields with Aliases and Structure Objects	Người học có khả năng đổi tên trường trả về bằng Aliases và định nghĩa cấu trúc Objects trong GraphQL.	SPECIFIC_IMPL	CIO-OPERATION-VARIABLE-FRAGMENTS	QUERY_MUTATION_OPERATION_EXECUTOR
SIO-GRAPHQL-SYNC-ASYNC-PRODUCING-RESULT	Handle Synchronous, Asynchronous Execution and Producing the Result	Người học có khả năng xử lý luồng chạy đồng bộ (Synchronous), bất đồng bộ (Asynchronous) và tạo kết quả (Producing the Result).	SPECIFIC_IMPL	CIO-CONTEXT-INJECTION-RESOLVER-LOOKUP	RESOLVER_EXECUTION_ENGINE
SIO-GRAPHQL-AUTHORIZATION-BATCHING	Enforce Authorization Guard Rules and Request Batching	Người học có khả năng phân quyền truy cập (Authorization) và gộp truy vấn (Batching).	SPECIFIC_IMPL	CIO-QUERY-COMPLEXITY-ANALYSIS	GRAPHQL_SECURITY_SAFEGUARDS
SIO-GRAPHQL-MERCURIUS-GRAPHENE-SERVERS	Build GraphQL Servers with Mercurius and Graphene	Người học có khả năng khởi tạo GraphQL server bằng Fastify Mercurius và Python Graphene.	SPECIFIC_IMPL	CIO-MIDDLEWARE-PLUGIN-PIPELINE	APOLLO_SERVER_BACKEND_ENGINE
