code	name	description	metadata	created_at	updated_at	concept_codes
KW_COLLECTION	collection	Keyword extracted from 'array': collection	"{""source_term"": ""array"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204595""}"	2026-08-03T11:47:42.204598	2026-08-03T11:47:42.204599	"[""SCIENTIFIC_INQUIRY_METHOD""]"
KW_BUG	bug	Keyword extracted from 'bug': bug	"{""source_term"": ""bug"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204601""}"	2026-08-03T11:47:42.204604	2026-08-03T11:47:42.204605	"[""LOGIC_ERRORS""]"
KW_DEBUG	debug	Keyword extracted from 'bug': debug	"{""source_term"": ""bug"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204612""}"	2026-08-03T11:47:42.204615	2026-08-03T11:47:42.204616	"[""BREAKPOINTS""]"
KW_DEBUGGING	debugging	Keyword extracted from 'bug': debugging	"{""source_term"": ""bug"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204618""}"	2026-08-03T11:47:42.204621	2026-08-03T11:47:42.204622	"[""BREAKPOINTS""]"
KW_ERROR	error	Keyword extracted from 'bug': error	"{""source_term"": ""bug"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204629""}"	2026-08-03T11:47:42.204631	2026-08-03T11:47:42.204632	"[""ERROR_MESSAGES_CONCEPT""]"
KW_BINARY	binary	Keyword extracted from 'binary': binary	"{""source_term"": ""binary"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204667""}"	2026-08-03T11:47:42.204669	2026-08-03T11:47:42.204670	"[""LINEAR_BINARY_SEARCH""]"
KW_BIT	bit	Keyword extracted from 'binary': bit	"{""source_term"": ""binary"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204736""}"	2026-08-03T11:47:42.204739	2026-08-03T11:47:42.204739	"[""QUANTUM_STATES_SUPERPOSITION""]"
KW_0	0	Keyword extracted from 'binary': 0	"{""source_term"": ""binary"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204907""}"	2026-08-03T11:47:42.204909	2026-08-03T11:47:42.204910	[]
KW_1	1	Keyword extracted from 'binary': 1	"{""source_term"": ""binary"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.204914""}"	2026-08-03T11:47:42.204917	2026-08-03T11:47:42.204918	"[""CACHE_HIERARCHY""]"
KW_BASE_2	base-2	Keyword extracted from 'binary': base-2	"{""source_term"": ""binary"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205101""}"	2026-08-03T11:47:42.205104	2026-08-03T11:47:42.205104	[]
KW_CLASS	class	Keyword extracted from 'class': class	"{""source_term"": ""class"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205107""}"	2026-08-03T11:47:42.205110	2026-08-03T11:47:42.205110	"[""CLASS_DEFINITION""]"
KW_OBJECT	object	Keyword extracted from 'class': object	"{""source_term"": ""class"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205113""}"	2026-08-03T11:47:42.205116	2026-08-03T11:47:42.205116	"[""OBJECT_INSTANTIATION""]"
KW_INSTANCE	instance	Keyword extracted from 'class': instance	"{""source_term"": ""class"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205119""}"	2026-08-03T11:47:42.205122	2026-08-03T11:47:42.205123	"[""OBJECT_INSTANTIATION""]"
KW_OOP	oop	Keyword extracted from 'class': oop	"{""source_term"": ""class"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205125""}"	2026-08-03T11:47:42.205128	2026-08-03T11:47:42.205129	"[""CLASS_DEFINITION""]"
KW_OBJECT_ORIENTED	object-oriented	Keyword extracted from 'class': object-oriented	"{""source_term"": ""class"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205161""}"	2026-08-03T11:47:42.205163	2026-08-03T11:47:42.205164	"[""OBJECT_INSTANTIATION""]"
KW_CODE	code	Keyword extracted from 'code': code	"{""source_term"": ""code"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205167""}"	2026-08-03T11:47:42.205170	2026-08-03T11:47:42.205170	"[""FETCH_DECODE_EXECUTE""]"
KW_CODING	coding	Keyword extracted from 'code': coding	"{""source_term"": ""code"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205256""}"	2026-08-03T11:47:42.205259	2026-08-03T11:47:42.205260	"[""ALGORITHMIC_GENERATIVE_ART""]"
KW_PROGRAM	program	Keyword extracted from 'code': program	"{""source_term"": ""code"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205264""}"	2026-08-03T11:47:42.205266	2026-08-03T11:47:42.205267	"[""MEMORY_TYPES""]"
KW_SOURCE_CODE	source code	Keyword extracted from 'code': source code	"{""source_term"": ""code"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205446""}"	2026-08-03T11:47:42.205449	2026-08-03T11:47:42.205450	[]
KW_COMMENT	comment	Keyword extracted from 'comment': comment	"{""source_term"": ""comment"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205500""}"	2026-08-03T11:47:42.205502	2026-08-03T11:47:42.205503	"[""SHARED_EDITING_ETIQUETTE""]"
KW	//	Keyword extracted from 'comment': //	"{""source_term"": ""comment"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205696""}"	2026-08-03T11:47:42.205698	2026-08-03T11:47:42.205699	[]
KW_ANNOTATION	annotation	Keyword extracted from 'comment': annotation	"{""source_term"": ""comment"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205895""}"	2026-08-03T11:47:42.205897	2026-08-03T11:47:42.205898	"[""MAP_INTEGRATION""]"
KW_IF	if	Keyword extracted from 'conditional': if	"{""source_term"": ""conditional"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205911""}"	2026-08-03T11:47:42.205913	2026-08-03T11:47:42.205914	"[""AGILE_PRINCIPLES""]"
KW_ELSE	else	Keyword extracted from 'conditional': else	"{""source_term"": ""conditional"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.205952""}"	2026-08-03T11:47:42.205954	2026-08-03T11:47:42.205955	"[""IF_ELSE_STATEMENT""]"
KW_ELIF	elif	Keyword extracted from 'conditional': elif	"{""source_term"": ""conditional"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206130""}"	2026-08-03T11:47:42.206132	2026-08-03T11:47:42.206133	[]
KW_SWITCH	switch	Keyword extracted from 'conditional': switch	"{""source_term"": ""conditional"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206136""}"	2026-08-03T11:47:42.206138	2026-08-03T11:47:42.206139	"[""ROUTERS_SWITCHES_CONCEPT""]"
KW_CASE	case	Keyword extracted from 'conditional': case	"{""source_term"": ""conditional"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206176""}"	2026-08-03T11:47:42.206180	2026-08-03T11:47:42.206181	"[""SWITCH_CASE""]"
KW_CONDITIONAL	conditional	Keyword extracted from 'conditional': conditional	"{""source_term"": ""conditional"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206218""}"	2026-08-03T11:47:42.206221	2026-08-03T11:47:42.206222	"[""IF_ELSE_STATEMENT""]"
KW_TERNARY	ternary	Keyword extracted from 'conditional': ternary	"{""source_term"": ""conditional"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206297""}"	2026-08-03T11:47:42.206300	2026-08-03T11:47:42.206300	"[""SPATIAL_COMPUTING_XR_MAPPING""]"
KW_CONTROL	control	Keyword extracted from 'control': control	"{""source_term"": ""control"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206303""}"	2026-08-03T11:47:42.206305	2026-08-03T11:47:42.206306	"[""CPU_ARCHITECTURE""]"
KW_CONTROL_STRUCTURE	control structure	Keyword extracted from 'control': control structure	"{""source_term"": ""control"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206431""}"	2026-08-03T11:47:42.206441	2026-08-03T11:47:42.206442	"[""ACTUATOR_CONTROL""]"
KW_FLOW	flow	Keyword extracted from 'control': flow	"{""source_term"": ""control"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206453""}"	2026-08-03T11:47:42.206456	2026-08-03T11:47:42.206457	"[""DIGITAL_ANALOG_IO""]"
KW_BRANCH	branch	Keyword extracted from 'control': branch	"{""source_term"": ""control"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206473""}"	2026-08-03T11:47:42.206476	2026-08-03T11:47:42.206477	"[""VERSION_CONTROL_WORKFLOW""]"
KW_DATA	data	Keyword extracted from 'data': data	"{""source_term"": ""data"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206497""}"	2026-08-03T11:47:42.206500	2026-08-03T11:47:42.206501	"[""RELATIONAL_VS_NONRELATIONAL""]"
KW_DATA_TYPE	data type	Keyword extracted from 'data': data type	"{""source_term"": ""data"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206617""}"	2026-08-03T11:47:42.206619	2026-08-03T11:47:42.206620	"[""PRIMITIVE_TYPES""]"
KW_DATA_STRUCTURE	data structure	Keyword extracted from 'data': data structure	"{""source_term"": ""data"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206721""}"	2026-08-03T11:47:42.206724	2026-08-03T11:47:42.206724	"[""ARRAYS""]"
KW_VARIABLE	variable	Keyword extracted from 'data': variable	"{""source_term"": ""data"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206774""}"	2026-08-03T11:47:42.206777	2026-08-03T11:47:42.206778	"[""STATIC_MEMBERS_CONCEPT""]"
KW_DATABASE	database	Keyword extracted from 'database': database	"{""source_term"": ""database"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206793""}"	2026-08-03T11:47:42.206796	2026-08-03T11:47:42.206797	"[""RELATIONAL_VS_NONRELATIONAL""]"
KW_TABLE	table	Keyword extracted from 'database': table	"{""source_term"": ""database"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206835""}"	2026-08-03T11:47:42.206838	2026-08-03T11:47:42.206839	"[""TRUTH_TABLES""]"
KW_RECORD	record	Keyword extracted from 'database': record	"{""source_term"": ""database"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206876""}"	2026-08-03T11:47:42.206879	2026-08-03T11:47:42.206880	"[""LOGIC_GATES""]"
KW_QUERY	query	Keyword extracted from 'database': query	"{""source_term"": ""database"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206920""}"	2026-08-03T11:47:42.206922	2026-08-03T11:47:42.206923	"[""DOM_MANIPULATION""]"
KW_SQL	sql	Keyword extracted from 'database': sql	"{""source_term"": ""database"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206926""}"	2026-08-03T11:47:42.206928	2026-08-03T11:47:42.206929	"[""SQL_JOIN""]"
KW_BREAKPOINT	breakpoint	Keyword extracted from 'debugging': breakpoint	"{""source_term"": ""debugging"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.206949""}"	2026-08-03T11:47:42.206951	2026-08-03T11:47:42.206952	"[""BREAKPOINTS""]"
KW_TRACE	trace	Keyword extracted from 'debugging': trace	"{""source_term"": ""debugging"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207140""}"	2026-08-03T11:47:42.207143	2026-08-03T11:47:42.207143	[]
KW_DECOMPOSE	decompose	Keyword extracted from 'decompose': decompose	"{""source_term"": ""decompose"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207328""}"	2026-08-03T11:47:42.207331	2026-08-03T11:47:42.207332	[]
KW_DECOMPOSITION	decomposition	Keyword extracted from 'decompose': decomposition	"{""source_term"": ""decompose"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207335""}"	2026-08-03T11:47:42.207337	2026-08-03T11:47:42.207338	"[""PROBLEM_DECOMPOSITION""]"
KW_BREAK_DOWN	break down	Keyword extracted from 'decompose': break down	"{""source_term"": ""decompose"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207519""}"	2026-08-03T11:47:42.207522	2026-08-03T11:47:42.207523	[]
KW_COMPONENT	component	Keyword extracted from 'decompose': component	"{""source_term"": ""decompose"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207537""}"	2026-08-03T11:47:42.207539	2026-08-03T11:47:42.207540	"[""FRONTEND_FRAMEWORKS""]"
KW_DIGITAL	digital	Keyword extracted from 'digital': digital	"{""source_term"": ""digital"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207548""}"	2026-08-03T11:47:42.207550	2026-08-03T11:47:42.207551	"[""DIGITAL_ANALOG_IO""]"
KW_DISCRETE	discrete	Keyword extracted from 'digital': discrete	"{""source_term"": ""digital"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207738""}"	2026-08-03T11:47:42.207741	2026-08-03T11:47:42.207741	"[""DISCRETE_COMBINATORICS""]"
KW_ENCODE	encode	Keyword extracted from 'encode': encode	"{""source_term"": ""encode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.207973""}"	2026-08-03T11:47:42.207976	2026-08-03T11:47:42.207976	"[""TRANSFORMER_ARCHITECTURE""]"
KW_ENCODING	encoding	Keyword extracted from 'encode': encoding	"{""source_term"": ""encode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208124""}"	2026-08-03T11:47:42.208127	2026-08-03T11:47:42.208128	"[""DATA_ENCODING""]"
KW_DECODE	decode	Keyword extracted from 'encode': decode	"{""source_term"": ""encode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208130""}"	2026-08-03T11:47:42.208132	2026-08-03T11:47:42.208133	"[""FETCH_DECODE_EXECUTE""]"
KW_CHARACTER_SET	character set	Keyword extracted from 'encode': character set	"{""source_term"": ""encode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208213""}"	2026-08-03T11:47:42.208216	2026-08-03T11:47:42.208216	"[""SPATIAL_COMPUTING_XR_MAPPING""]"
KW_UTF_8	utf-8	Keyword extracted from 'encode': utf-8	"{""source_term"": ""encode"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208388""}"	2026-08-03T11:47:42.208390	2026-08-03T11:47:42.208391	[]
KW_ENCRYPTION	encryption	Keyword extracted from 'encryption': encryption	"{""source_term"": ""encryption"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208461""}"	2026-08-03T11:47:42.208464	2026-08-03T11:47:42.208465	"[""PUBLIC_KEY_INFRASTRUCTURE""]"
KW_DECRYPT	decrypt	Keyword extracted from 'encryption': decrypt	"{""source_term"": ""encryption"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208644""}"	2026-08-03T11:47:42.208646	2026-08-03T11:47:42.208647	[]
KW_CIPHER	cipher	Keyword extracted from 'encryption': cipher	"{""source_term"": ""encryption"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208829""}"	2026-08-03T11:47:42.208831	2026-08-03T11:47:42.208832	[]
KW_HASH	hash	Keyword extracted from 'encryption': hash	"{""source_term"": ""encryption"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.208956""}"	2026-08-03T11:47:42.208958	2026-08-03T11:47:42.208959	"[""HASH_TABLES""]"
KW_SSL	ssl	Keyword extracted from 'encryption': ssl	"{""source_term"": ""encryption"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209061""}"	2026-08-03T11:47:42.209064	2026-08-03T11:47:42.209065	"[""ENCRYPTION_PROTOCOLS""]"
KW_TLS	tls	Keyword extracted from 'encryption': tls	"{""source_term"": ""encryption"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209169""}"	2026-08-03T11:47:42.209172	2026-08-03T11:47:42.209173	"[""ENCRYPTION_PROTOCOLS""]"
KW_EVENT	event	Keyword extracted from 'event': event	"{""source_term"": ""event"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209175""}"	2026-08-03T11:47:42.209178	2026-08-03T11:47:42.209180	"[""PROBABILITY_BASICS""]"
KW_EVENT_HANDLER	event handler	Keyword extracted from 'event': event handler	"{""source_term"": ""event"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209183""}"	2026-08-03T11:47:42.209187	2026-08-03T11:47:42.209188	"[""EVENT_HANDLERS_CONCEPT""]"
KW_LISTENER	listener	Keyword extracted from 'event': listener	"{""source_term"": ""event"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209191""}"	2026-08-03T11:47:42.209193	2026-08-03T11:47:42.209194	"[""EVENT_HANDLERS_CONCEPT""]"
KW_CALLBACK	callback	Keyword extracted from 'event': callback	"{""source_term"": ""event"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209196""}"	2026-08-03T11:47:42.209199	2026-08-03T11:47:42.209200	"[""EVENT_HANDLERS_CONCEPT""]"
KW_TRIGGER	trigger	Keyword extracted from 'event': trigger	"{""source_term"": ""event"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209377""}"	2026-08-03T11:47:42.209380	2026-08-03T11:47:42.209381	[]
KW_EXECUTE	execute	Keyword extracted from 'execute': execute	"{""source_term"": ""execute"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209383""}"	2026-08-03T11:47:42.209386	2026-08-03T11:47:42.209386	"[""FETCH_DECODE_EXECUTE""]"
KW_RUN	run	Keyword extracted from 'execute': run	"{""source_term"": ""execute"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209433""}"	2026-08-03T11:47:42.209436	2026-08-03T11:47:42.209437	"[""RUNTIME_ERRORS""]"
KW_CALL	call	Keyword extracted from 'execute': call	"{""source_term"": ""execute"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209485""}"	2026-08-03T11:47:42.209488	2026-08-03T11:47:42.209488	"[""EVENT_HANDLERS_CONCEPT""]"
KW_INVOKE	invoke	Keyword extracted from 'execute': invoke	"{""source_term"": ""execute"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209671""}"	2026-08-03T11:47:42.209673	2026-08-03T11:47:42.209674	[]
KW_EXECUTION	execution	Keyword extracted from 'execute': execution	"{""source_term"": ""execute"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209750""}"	2026-08-03T11:47:42.209753	2026-08-03T11:47:42.209754	"[""GRAPH_BASED_AGENTIC_WORKFLOW""]"
KW_EXPRESSION	expression	Keyword extracted from 'expression': expression	"{""source_term"": ""expression"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209917""}"	2026-08-03T11:47:42.209920	2026-08-03T11:47:42.209921	"[""OPERATORS_EXPRESSIONS""]"
KW_OPERATOR	operator	Keyword extracted from 'expression': operator	"{""source_term"": ""expression"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209958""}"	2026-08-03T11:47:42.209961	2026-08-03T11:47:42.209962	"[""LOGIC_GATES""]"
KW_OPERAND	operand	Keyword extracted from 'expression': operand	"{""source_term"": ""expression"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.209999""}"	2026-08-03T11:47:42.210001	2026-08-03T11:47:42.210002	"[""LOGIC_GATES""]"
KW_EVALUATE	evaluate	Keyword extracted from 'expression': evaluate	"{""source_term"": ""expression"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210007""}"	2026-08-03T11:47:42.210009	2026-08-03T11:47:42.210010	"[""CPU_ARCHITECTURE""]"
KW_FUNCTION	function	Keyword extracted from 'function': function	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210029""}"	2026-08-03T11:47:42.210032	2026-08-03T11:47:42.210032	"[""NEURAL_NETWORKS_BASICS""]"
KW_FUNC	func	Keyword extracted from 'function': func	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210052""}"	2026-08-03T11:47:42.210054	2026-08-03T11:47:42.210055	"[""NEURAL_NETWORKS_BASICS""]"
KW_DEF	def	Keyword extracted from 'function': def	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210099""}"	2026-08-03T11:47:42.210101	2026-08-03T11:47:42.210102	"[""AI_VS_ML""]"
KW_LAMBDA	lambda	Keyword extracted from 'function': lambda	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210105""}"	2026-08-03T11:47:42.210107	2026-08-03T11:47:42.210108	"[""FIRST_CLASS_FUNCTIONS_CONCEPT""]"
KW_ARROW	arrow	Keyword extracted from 'function': arrow	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210126""}"	2026-08-03T11:47:42.210129	2026-08-03T11:47:42.210129	"[""TYPES_OF_AI""]"
KW_RETURN	return	Keyword extracted from 'function': return	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210228""}"	2026-08-03T11:47:42.210231	2026-08-03T11:47:42.210231	"[""RETURN_VALUES""]"
KW_PARAMETER	parameter	Keyword extracted from 'function': parameter	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210235""}"	2026-08-03T11:47:42.210238	2026-08-03T11:47:42.210238	"[""MEMORY_TYPES""]"
KW_ARGUMENT	argument	Keyword extracted from 'function': argument	"{""source_term"": ""function"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210320""}"	2026-08-03T11:47:42.210322	2026-08-03T11:47:42.210323	"[""SPATIAL_COMPUTING_XR_MAPPING""]"
KW_HARDWARE	hardware	Keyword extracted from 'hardware': hardware	"{""source_term"": ""hardware"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210325""}"	2026-08-03T11:47:42.210328	2026-08-03T11:47:42.210329	"[""DMA_CONCEPT""]"
KW_CPU	cpu	Keyword extracted from 'hardware': cpu	"{""source_term"": ""hardware"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210331""}"	2026-08-03T11:47:42.210334	2026-08-03T11:47:42.210334	"[""CPU_ARCHITECTURE""]"
KW_MEMORY	memory	Keyword extracted from 'hardware': memory	"{""source_term"": ""hardware"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210338""}"	2026-08-03T11:47:42.210340	2026-08-03T11:47:42.210341	"[""MEMORY_TYPES""]"
KW_RAM	ram	Keyword extracted from 'hardware': ram	"{""source_term"": ""hardware"", ""source"": ""reference_glossary"", ""extracted_at"": ""2026-08-03T11:47:42.210343""}"	2026-08-03T11:47:42.210346	2026-08-03T11:47:42.210346	"[""MEMORY_TYPES""]"
