code	name	description	lo_type	parent_lo_code	concept_codes
SIO-TS-TUPLE-ENUM-SETUP	Define Tuples and Numeric/String Enums	Người học có khả năng tạo kiểu Tuple và Enum định danh hằng số.	SPECIFIC_IMPL	CIO-FUNCTION-OVERLOADS	FUNCTION_SIGNATURE_TUPLES
SIO-TS-READONLY-PROPERTIES	Set Readonly and Optional Object Properties	Người học có khả năng đánh dấu thuộc tính readonly và optional (?) trong object type.	SPECIFIC_IMPL	CIO-FUNCTION-OVERLOADS	FUNCTION_SIGNATURE_TUPLES
ULO-CLASSES-OOP	Master Object-Oriented Programming Patterns	Người học có khả năng áp dụng lập trình hướng đối tượng với lớp và interface trong Static Type System.	UNIVERSAL		CLASS_OBJECT_ORIENTED_PATTERNS
CIO-ACCESS-MODIFIERS	Utilize Public, Private and Protected Access Modifiers	Người học có khả năng đóng gói thuộc tính lớp bằng các chỉ định truy cập.	CONCEPTUAL_IMPL	ULO-CLASSES-OOP	CLASS_OBJECT_ORIENTED_PATTERNS
SIO-TS-ABSTRACT-CLASSES	Implement Abstract Classes and Methods	Người học có khả năng định nghĩa lớp trừu tượng abstract class cho khuôn mẫu dự án.	SPECIFIC_IMPL	CIO-ACCESS-MODIFIERS	CLASS_OBJECT_ORIENTED_PATTERNS
SIO-TS-CLASS-IMPLEMENTS-INTERFACE	Implement Interfaces in Concrete Classes	Người học có khả năng áp dụng từ khóa implements để ràng buộc phương thức lớp.	SPECIFIC_IMPL	CIO-ACCESS-MODIFIERS	CLASS_OBJECT_ORIENTED_PATTERNS
ULO-GENERICS-UTILITIES	Master Generics and Utility Types	Người học có khả năng làm chủ kiểu dữ liệu tổng quát Generics và bộ Utility Types nâng cao.	UNIVERSAL		GENERIC_TYPE_MANIPULATION
CIO-GENERIC-CONSTRAINTS	Apply Generic Constraints and Infer Keyword	Người học có khả năng giới hạn tham số kiểu Generic bằng từ khóa extends.	CONCEPTUAL_IMPL	ULO-GENERICS-UTILITIES	GENERIC_TYPE_MANIPULATION
SIO-TS-BUILTIN-UTILITY-PARTIAL	Transform Object Types with Partial, Pick and Omit	Người học có khả năng chuyển đổi kiểu đối tượng bằng Partial, Readonly, Pick, Omit.	SPECIFIC_IMPL	CIO-GENERIC-CONSTRAINTS	GENERIC_TYPE_MANIPULATION
SIO-TS-GENERIC-CLASS-INTERFACE	Build Reusable Generic Classes and Interfaces	Người học có khả năng viết lớp và interface Generic tái sử dụng dữ liệu đa dạng.	SPECIFIC_IMPL	CIO-GENERIC-CONSTRAINTS	GENERIC_TYPE_MANIPULATION
ULO-COMPILER-CONFIG	Master Static Code Compiler Options	Người học có khả năng cấu hình trình biên dịch tsc và tệp tsconfig.json cho dự án.	UNIVERSAL		STATIC_COMPILER_CONFIGURATION
CIO-STRICT-COMPILER-FLAGS	Enable Strict Type Checking Compiler Flags	Người học có khả năng thiết lập chế độ strict kiểm tra kiểu nghiêm ngặt.	CONCEPTUAL_IMPL	ULO-COMPILER-CONFIG	STATIC_COMPILER_CONFIGURATION
SIO-TS-TSCONFIG-STRICT-NULL	Configure strictNullChecks and noImplicitAny	Người học có khả năng kích hoạt cờ strictNullChecks và noImplicitAny trong tsconfig.	SPECIFIC_IMPL	CIO-STRICT-COMPILER-FLAGS	STATIC_COMPILER_CONFIGURATION
SIO-TS-TARGET-MODULE-RESOLUTION	Configure Target ECMAScript Version and Module Resolution	Người học có khả năng thiết lập phiên bản target ESNext và moduleResolution.	SPECIFIC_IMPL	CIO-STRICT-COMPILER-FLAGS	STATIC_COMPILER_CONFIGURATION
ULO-MODULES-DECLARATIONS	Master ES Modules and Declaration Files (.d.ts)	Người học có khả năng quản lý module và viết tệp khai báo kiểu .d.ts cho thư viện bên thứ ba.	UNIVERSAL		MODULE_TYPE_DECLARATIONS
CIO-TYPE-DECLARATIONS	Write Custom Type Declarations for Dynamic Scripting Libraries	Người học có khả năng bổ sung khai báo kiểu cho các thư viện Dynamic Scripting thuần.	CONCEPTUAL_IMPL	ULO-MODULES-DECLARATIONS	MODULE_TYPE_DECLARATIONS
SIO-TS-DTS-MODULE-AUGMENTATION	Augment Existing Module Types with declare module	Người học có khả năng mở rộng kiểu module có sẵn bằng cú pháp declare module.	SPECIFIC_IMPL	CIO-TYPE-DECLARATIONS	MODULE_TYPE_DECLARATIONS
SIO-TS-DEFINITELY-TYPED-PACKAGES	Install and Import @types Packages	Người học có khả năng cài đặt và nạp gói định nghĩa kiểu @types/express từ DefinitelyTyped.	SPECIFIC_IMPL	CIO-TYPE-DECLARATIONS	MODULE_TYPE_DECLARATIONS
