code	name	description	lo_type	parent_lo_code	concept_codes
SIO-COMMANDER-CLI-ARGS-PARSER	Parse Command Line Arguments with Commander CLI Tools	Người học có khả năng trích xuất tham số cờ truyền vào từ process.argv bằng Commander.js.	SPECIFIC_IMPL	CIO-CLI-INPUT-OUTPUT-STREAMS	CLI_INTERACTIVE_APPLICATIONS
ULO-WEB-APIS-ROUTING-AUTHENTICATION	Master Web API Architecture, Routing and Authentication	Người học có khả năng làm chủ việc phát triển ứng dụng web API chuyên nghiệp và xác thực an toàn.	UNIVERSAL		WEB_APIS_ROUTING_AUTHENTICATION
CIO-WEB-MIDDLEWARE-ROUTING-PIPELINE	Structure Modular Endpoints and Middleware Processing Pipelines	Người học có khả năng tổ chức các tuyến đường API và thiết lập chuỗi middleware xử lý request.	CONCEPTUAL_IMPL	ULO-WEB-APIS-ROUTING-AUTHENTICATION	WEB_APIS_ROUTING_AUTHENTICATION
SIO-EXPRESSJS-ROUTER-ENDPOINTS	Build RESTful Routing Endpoints with Express.js	Người học có khả năng định nghĩa các endpoint CRUD và middleware error handler trong Express.	SPECIFIC_IMPL	CIO-WEB-MIDDLEWARE-ROUTING-PIPELINE	WEB_APIS_ROUTING_AUTHENTICATION
SIO-FASTIFY-HIGH-PERF-ROUTER	Build High-Performance APIs with Fastify Framework	Người học có khả năng xây dựng các endpoint API tối ưu tốc độ xử lý bằng Fastify.	SPECIFIC_IMPL	CIO-WEB-MIDDLEWARE-ROUTING-PIPELINE	WEB_APIS_ROUTING_AUTHENTICATION
SIO-NESTJS-CONTROLLER-MODULES	Build Modular Enterprise APIs with NestJS Framework	Người học có khả năng khai báo Controller, Provider và Module tiêm phụ thuộc trong NestJS.	SPECIFIC_IMPL	CIO-WEB-MIDDLEWARE-ROUTING-PIPELINE	WEB_APIS_ROUTING_AUTHENTICATION
SIO-JSONWEBTOKEN-JWT-SIGN-VERIFY	Sign and Verify Tokens with jsonwebtoken Package	Người học có khả năng tạo và xác thực chữ ký số mã hóa JWT bằng thư viện jsonwebtoken.	SPECIFIC_IMPL	CIO-WEB-MIDDLEWARE-ROUTING-PIPELINE	WEB_APIS_ROUTING_AUTHENTICATION
SIO-PASSPORT-AUTH-STRATEGIES	Authenticate Users with Passport.js Strategies	Người học có khả năng tích hợp chiến lược đăng nhập Local / OAuth2 bằng Passport.js.	SPECIFIC_IMPL	CIO-WEB-MIDDLEWARE-ROUTING-PIPELINE	WEB_APIS_ROUTING_AUTHENTICATION
ULO-HOT-RELOAD-DEVELOPMENT-WATCHERS	Master Development Environment Hot Reloading and Process Watchers	Người học có khả năng làm chủ việc thiết lập môi trường phát triển tự động nạp lại mã.	UNIVERSAL		HOT_RELOAD_DEVELOPMENT_WATCHERS
CIO-PROCESS-AUTO-RESTART-DEV	Configure Automatic Process Restart on Source Code Changes	Người học có khả năng thiết lập cờ theo dõi tệp để tự động khởi động lại tiến trình server khi sửa code.	CONCEPTUAL_IMPL	ULO-HOT-RELOAD-DEVELOPMENT-WATCHERS	HOT_RELOAD_DEVELOPMENT_WATCHERS
SIO-NODEMON-DEV-WATCH-SETUP	Watch Development Files with Nodemon CLI	Người học có khả năng tự động restart server phát triển bằng công cụ nodemon.	SPECIFIC_IMPL	CIO-PROCESS-AUTO-RESTART-DEV	HOT_RELOAD_DEVELOPMENT_WATCHERS
SIO-NODEJS-NATIVE-WATCH-FLAG	Enable Native Node.js --watch Mode	Người học có khả năng kích hoạt cờ tự động theo dõi file có sẵn node --watch mà không cần thư viện ngoài.	SPECIFIC_IMPL	CIO-PROCESS-AUTO-RESTART-DEV	HOT_RELOAD_DEVELOPMENT_WATCHERS
SIO-PM2-WATCH-DEV-MODE	Run Development Supervision with PM2 Watch Mode	Người học có khả năng nạp cờ --watch trong PM2 để theo dõi sự thay đổi file local.	SPECIFIC_IMPL	CIO-PROCESS-AUTO-RESTART-DEV	HOT_RELOAD_DEVELOPMENT_WATCHERS
ULO-SERVER-SIDE-TEMPLATE-ENGINES	Master Server-Side Template Rendering and Dynamic Views	Người học có khả năng làm chủ việc biên dịch và hiển thị giao diện HTML động từ máy chủ.	UNIVERSAL		SERVER_SIDE_TEMPLATE_ENGINES
CIO-DYNAMIC-VIEW-COMPILATION	Compile Dynamic HTML Views from Server Template Engines	Người học có khả năng nhúng dữ liệu biến và vòng lặp vào các trang giao diện server-side rendering.	CONCEPTUAL_IMPL	ULO-SERVER-SIDE-TEMPLATE-ENGINES	SERVER_SIDE_TEMPLATE_ENGINES
SIO-EJS-TEMPLATE-DATA-BIND	Render Dynamic Views with EJS Template Engine	Người học có khả năng chèn biến HTML bằng cú pháp <%= %> trong EJS template.	SPECIFIC_IMPL	CIO-DYNAMIC-VIEW-COMPILATION	SERVER_SIDE_TEMPLATE_ENGINES
SIO-PUG-INDENTED-TEMPLATE-SYNTAX	Write Indented HTML Templates with Pug Engine	Người học có khả năng tạo khung giao diện HTML thụt lề bằng Pug engine.	SPECIFIC_IMPL	CIO-DYNAMIC-VIEW-COMPILATION	SERVER_SIDE_TEMPLATE_ENGINES
SIO-HANDLEBARS-LAYOUT-HELPERS	Build Component Layouts with Handlebars Helpers	Người học có khả năng tạo layout dùng chung và custom helpers trong Handlebars.	SPECIFIC_IMPL	CIO-DYNAMIC-VIEW-COMPILATION	SERVER_SIDE_TEMPLATE_ENGINES
ULO-PERSISTENT-DATABASE-INTEGRATION	Master Persistent Database Integration and ORM Mapping	Người học có khả năng làm chủ việc kết nối, truy vấn và quản lý CSDL quan hệ và NoSQL.	UNIVERSAL		PERSISTENT_DATABASE_INTEGRATION
CIO-ORM-ODM-SCHEMA-MAPPING	Map Relational and Document Schemas with ORMs and ODMs	Người học có khả năng tương tác CSDL qua các lớp đối tượng đại diện bảng/document an toàn.	CONCEPTUAL_IMPL	ULO-PERSISTENT-DATABASE-INTEGRATION	PERSISTENT_DATABASE_INTEGRATION
SIO-PRISMA-ORM-DATABASE-CLIENT	Query Relational Databases with Prisma ORM	Người học có khả năng viết schema và gửi truy vấn CSDL PostgreSQL/MySQL bằng Prisma Client.	SPECIFIC_IMPL	CIO-ORM-ODM-SCHEMA-MAPPING	PERSISTENT_DATABASE_INTEGRATION
SIO-DRIZZLE-ORM-TYPESAFE-QUERY	Execute Type-Safe SQL Queries with Drizzle ORM	Người học có khả năng định nghĩa schema và thực thi câu lệnh SQL siêu nhẹ bằng Drizzle ORM.	SPECIFIC_IMPL	CIO-ORM-ODM-SCHEMA-MAPPING	PERSISTENT_DATABASE_INTEGRATION
SIO-TYPEORM-DECORATOR-ENTITIES	Define Database Entities with TypeORM Decorators	Người học có khả năng khai báo Entity class và mối quan hệ quan hệ bằng TypeORM.	SPECIFIC_IMPL	CIO-ORM-ODM-SCHEMA-MAPPING	PERSISTENT_DATABASE_INTEGRATION
SIO-SEQUELIZE-MODEL-MIGRATIONS	Manage Database Migrations with Sequelize ORM	Người học có khả năng tạo bản chuyển đổi cấu trúc bảng bằng Sequelize CLI.	SPECIFIC_IMPL	CIO-ORM-ODM-SCHEMA-MAPPING	PERSISTENT_DATABASE_INTEGRATION
SIO-MONGOOSE-DOCUMENT-MODELS	Model Document Schemas with Mongoose ODM	Người học có khả năng định nghĩa Schema và Model truy vấn MongoDB trong Mongoose.	SPECIFIC_IMPL	CIO-ORM-ODM-SCHEMA-MAPPING	PERSISTENT_DATABASE_INTEGRATION
ULO-AUTOMATED-TESTING-FRAMEWORKS	Master Automated Testing Frameworks and Assertion Engines	Người học có khả năng làm chủ các quy trình tự động hóa kiểm thử mã nguồn ứng dụng web.	UNIVERSAL		AUTOMATED_TESTING_FRAMEWORKS
CIO-UNIT-INTEGRATION-TEST-SUITES	Structure Unit and Integration API Test Suites	Người học có khả năng xây dựng các bộ test kiểm tra hàm xử lý logic và kiểm thử endpoint HTTP.	CONCEPTUAL_IMPL	ULO-AUTOMATED-TESTING-FRAMEWORKS	AUTOMATED_TESTING_FRAMEWORKS
SIO-VITEST-UNIT-TEST-RUNNER	Write Automated Unit Tests with Vitest Runner	Người học có khả năng viết test case đánh giá logic bất đồng bộ bằng Vitest / Jest.	SPECIFIC_IMPL	CIO-UNIT-INTEGRATION-TEST-SUITES	AUTOMATED_TESTING_FRAMEWORKS
SIO-SUPERTEST-HTTP-ENDPOINT-TEST	Test HTTP Endpoints with Supertest Libraries	Người học có khả năng gửi request HTTP giả lập kiểm tra response status API bằng Supertest.	SPECIFIC_IMPL	CIO-UNIT-INTEGRATION-TEST-SUITES	AUTOMATED_TESTING_FRAMEWORKS
SIO-PLAYWRIGHT-BROWSER-TESTING	Automate End-to-End Testing with Playwright	Người học có khả năng giả lập thao tác người dùng và kiểm thử E2E giao diện web bằng Playwright.	SPECIFIC_IMPL	CIO-UNIT-INTEGRATION-TEST-SUITES	AUTOMATED_TESTING_FRAMEWORKS
SIO-CYPRESS-E2E-TEST-RUNNER	Run Browser Integration Suites with Cypress	Người học có khả năng dựng kịch bản kiểm thử tích hợp trên trình duyệt thực bằng Cypress.	SPECIFIC_IMPL	CIO-UNIT-INTEGRATION-TEST-SUITES	AUTOMATED_TESTING_FRAMEWORKS
ULO-STRUCTURED-APPLICATION-LOGGING	Master Structured Application Logging and Observability	Người học có khả năng làm chủ việc thu thập nhật ký ứng dụng có cấu trúc và truy vết hệ thống.	UNIVERSAL		STRUCTURED_APPLICATION_LOGGING
CIO-JSON-APPLICATION-LOGGING	Format Application Logs in Structured JSON Pipelines	Người học có khả năng cấu hình nhật ký ghi log chuẩn dạng JSON phục vụ phân tích tự động.	CONCEPTUAL_IMPL	ULO-STRUCTURED-APPLICATION-LOGGING	STRUCTURED_APPLICATION_LOGGING
SIO-PINO-FAST-LOGGER-SETUP	Stream High-Performance JSON Logs with Pino Logger	Người học có khả năng tích hợp bộ ghi log siêu tốc Pino vào dịch vụ máy chủ.	SPECIFIC_IMPL	CIO-JSON-APPLICATION-LOGGING	STRUCTURED_APPLICATION_LOGGING
SIO-WINSTON-MULTI-TRANSPORT-LOGS	Configure Multi-Transport Log Files with Winston	Người học có khả năng xuất log ra nhiều tệp tin riêng theo cấp độ (error, info) bằng Winston.	SPECIFIC_IMPL	CIO-JSON-APPLICATION-LOGGING	STRUCTURED_APPLICATION_LOGGING
SIO-APM-APPLICATION-MONITORING	Monitor Application Performance with APM Telemetry Agents	Người học có khả năng thu thập thông số APM (Application Performance Monitoring) theo dõi độ trễ request.	SPECIFIC_IMPL	CIO-JSON-APPLICATION-LOGGING	STRUCTURED_APPLICATION_LOGGING
ULO-PROCESS-MANAGEMENT-SUPERVISION	Master Process Supervision, Clustering and Production Lifecycles	Người học có khả năng làm chủ việc vận hành tiến trình server trên môi trường sản xuất.	UNIVERSAL		PROCESS_MANAGEMENT_SUPERVISION
CIO-PRODUCTION-SUPERVISION-CLUSTERING	Supervise Application Lifecycles with Multi-Core Cluster Managers	Người học có khả năng duy trì ứng dụng luôn chạy liên tục và nhân bản tiến trình tận dụng CPU.	CONCEPTUAL_IMPL	ULO-PROCESS-MANAGEMENT-SUPERVISION	PROCESS_MANAGEMENT_SUPERVISION
SIO-PM2-CLUSTER-MODE-SETUP	Scale Applications across CPU Cores with PM2 Cluster	Người học có khả năng khởi chạy ứng dụng ở chế độ PM2 Cluster mode (pm2 start app.js -i max).	SPECIFIC_IMPL	CIO-PRODUCTION-SUPERVISION-CLUSTERING	PROCESS_MANAGEMENT_SUPERVISION
SIO-PM2-ECOSYSTEM-CONFIG-MANIFEST	Define Cluster Rules in Ecosystem Manifest Files	Người học có khả năng viết tệp ecosystem.config.js thiết lập hạn mức RAM restart cho PM2.	SPECIFIC_IMPL	CIO-PRODUCTION-SUPERVISION-CLUSTERING	PROCESS_MANAGEMENT_SUPERVISION
SIO-SYSTEMD-SERVICE-DAEMON	Configure Systemd Service Daemons for Linux Servers	Người học có khả năng tạo file cấu hình systemd service tự động khởi động server khi OS boot.	SPECIFIC_IMPL	CIO-PRODUCTION-SUPERVISION-CLUSTERING	PROCESS_MANAGEMENT_SUPERVISION
ULO-MULTI-THREADING-CONCURRENCY	Master Multi-Threading Concurrency and Child Processes	Người học có khả năng làm chủ các kỹ thuật xử lý song song và quản lý tiến trình con.	UNIVERSAL		MULTI_THREADING_CONCURRENCY
CIO-PARALLEL-THREAD-PROCESS-EXECUTION	Offload CPU Bottlenecks to Worker Threads and Child Processes	Người học có khả năng tách các tác vụ tính toán nặng ra các luồng Worker Threads hoặc tiến trình độc lập.	CONCEPTUAL_IMPL	ULO-MULTI-THREADING-CONCURRENCY	MULTI_THREADING_CONCURRENCY
SIO-WORKER-THREADS-PARALLEL-DATA	Pass Data between Main and Worker Threads via IPC	Người học có khả năng khởi tạo Worker Thread và trao đổi dữ liệu bằng parentPort.postMessage().	SPECIFIC_IMPL	CIO-PARALLEL-THREAD-PROCESS-EXECUTION	MULTI_THREADING_CONCURRENCY
SIO-CHILD-PROCESS-SPAWN-EXEC	Execute System Commands with child_process.spawn and exec	Người học có khả năng thực thi câu lệnh shell hệ điều hành bằng child_process.spawn() và exec().	SPECIFIC_IMPL	CIO-PARALLEL-THREAD-PROCESS-EXECUTION	MULTI_THREADING_CONCURRENCY
SIO-CHILD-PROCESS-FORK-IPC	Fork Isolated Processes with Dedicated IPC Channels	Người học có khả năng nhân bản tiến trình Node bằng child_process.fork() có đường truyền IPC.	SPECIFIC_IMPL	CIO-PARALLEL-THREAD-PROCESS-EXECUTION	MULTI_THREADING_CONCURRENCY
ULO-STREAM-DATA-PIPELINES-BUFFERS	Master Stream Data Pipelines and Binary Buffers	Người học có khả năng làm chủ việc xử lý luồng dữ liệu liên tục và bộ nhớ đệm nhị phân.	UNIVERSAL		STREAM_DATA_PIPELINES_BUFFERS
CIO-STREAM-BACKPRESSURE-FLOW	Manage Stream Backpressure with Pipeline Composition	Người học có khả năng kiểm soát tốc độ truyền nạp dữ liệu không bị tràn bộ nhớ RAM bằng stream.pipeline().	CONCEPTUAL_IMPL	ULO-STREAM-DATA-PIPELINES-BUFFERS	STREAM_DATA_PIPELINES_BUFFERS
SIO-NODEJS-READABLE-WRITABLE-STREAMS	Create Custom Readable and Writable Streams	Người học có khả năng tạo và kết nối luồng đọc Readable với luồng ghi Writable qua pipe().	SPECIFIC_IMPL	CIO-STREAM-BACKPRESSURE-FLOW	STREAM_DATA_PIPELINES_BUFFERS
SIO-NODEJS-TRANSFORM-STREAM-DATA	Modify Payload On-The-Fly with Transform Streams	Người học có khả năng biến đổi hoặc nén dữ liệu trực tiếp trên đường truyền bằng Transform Stream.	SPECIFIC_IMPL	CIO-STREAM-BACKPRESSURE-FLOW	STREAM_DATA_PIPELINES_BUFFERS
SIO-NODEJS-BUFFER-ALLOC-CONVERT	Manipulate Binary Data with Buffer Allocation Methods	Người học có khả năng tạo bộ nhớ đệm nhị phân Buffer.from() và chuyển đổi mã hóa UTF-8 / Base64.	SPECIFIC_IMPL	CIO-STREAM-BACKPRESSURE-FLOW	STREAM_DATA_PIPELINES_BUFFERS
ULO-RUNTIME-INSPECTOR-DEBUGGING	Master Runtime Inspector Debugging and Callstacks	Người học có khả năng làm chủ các công cụ gỡ lỗi tiến trình và phân tích hiệu năng bộ nhớ.	UNIVERSAL		RUNTIME_INSPECTOR_DEBUGGING
CIO-STEP-BY-STEP-DEBUGGING-PROFILING	Attach Inspector Debuggers for Step-by-Step Execution	Người học có khả năng tạm dừng tiến trình, kiểm tra giá trị biến và theo dõi vết callstack.	CONCEPTUAL_IMPL	ULO-RUNTIME-INSPECTOR-DEBUGGING	RUNTIME_INSPECTOR_DEBUGGING
SIO-NODEJS-INSPECTOR-DEVTOOLS-ATTACH	Attach Chrome DevTools via node --inspect Flag	Người học có khả năng khởi động server với cờ --inspect-brk và kết nối Chrome DevTools.	SPECIFIC_IMPL	CIO-STEP-BY-STEP-DEBUGGING-PROFILING	RUNTIME_INSPECTOR_DEBUGGING
SIO-VSCODE-LAUNCH-DEBUGGER-CONFIG	Configure VS Code Debugger Launch Manifests	Người học có khả năng viết file launch.json trong VS Code để debug tiến trình server trực tiếp.	SPECIFIC_IMPL	CIO-STEP-BY-STEP-DEBUGGING-PROFILING	RUNTIME_INSPECTOR_DEBUGGING
