code	name	description	metadata	created_at	updated_at	concept_codes
KW_ELIF	elif	Keyword from reference glossary: elif (related to: conditional, branch, control_flow)	"{""source"": ""reference_glossary"", ""related_concepts"": [""conditional"", ""branch"", ""control_flow""], ""extracted_at"": ""2026-08-03T11:55:45.076178""}"	2026-08-03T11:55:45.076181	2026-08-03T11:55:45.076181	"[""VERSION_CONTROL_WORKFLOW"", ""IF_ELSE_STATEMENT"", ""SWITCH_CASE""]"
KW_SWITCH	switch	Keyword from reference glossary: switch (related to: switch, case, pattern_matching, control_flow)	"{""source"": ""reference_glossary"", ""related_concepts"": [""switch"", ""case"", ""pattern_matching"", ""control_flow""], ""extracted_at"": ""2026-08-03T11:55:45.076395""}"	2026-08-03T11:55:45.076399	2026-08-03T11:55:45.076400	"[""ROUTERS_SWITCHES_CONCEPT"", ""SWITCH_CASE"", ""UNIT_TESTING""]"
KW_CASE	case	Keyword from reference glossary: case (related to: case, pattern, match)	"{""source"": ""reference_glossary"", ""related_concepts"": [""case"", ""pattern"", ""match""], ""extracted_at"": ""2026-08-03T11:55:45.076607""}"	2026-08-03T11:55:45.076610	2026-08-03T11:55:45.076611	"[""CREATIONAL_PATTERNS"", ""STRUCTURAL_PATTERNS"", ""BEHAVIORAL_PATTERNS"", ""SWITCH_CASE"", ""UNIT_TESTING"", ""MVVM_PATTERN"", ""PATTERN_RECOGNITION_CONCEPT""]"
KW_FOR	for	Keyword from reference glossary: for (related to: loop, iteration, range, collection)	"{""source"": ""reference_glossary"", ""related_concepts"": [""loop"", ""iteration"", ""range"", ""collection""], ""extracted_at"": ""2026-08-03T11:55:45.076834""}"	2026-08-03T11:55:45.076836	2026-08-03T11:55:45.076837	"[""ARDUINO_BASICS"", ""ABSTRACTION_LAYERS"", ""REINFORCEMENT_LEARNING_BASICS"", ""2D_3D_TRANSFORMATIONS_MATH"", ""AFFORDANCES_SIGNIFIERS"", ""INFORMATION_CREDIBILITY"", ""EVENT_BASED_PROGRAMMING"", ""TRANSFORMATION_OPERATIONS"", ""FOR_LOOP"", ""WHILE_LOOP""]"
KW_WHILE	while	Keyword from reference glossary: while (related to: loop, iteration, condition)	"{""source"": ""reference_glossary"", ""related_concepts"": [""loop"", ""iteration"", ""condition""], ""extracted_at"": ""2026-08-03T11:55:45.077031""}"	2026-08-03T11:55:45.077034	2026-08-03T11:55:45.077035	"[""ARDUINO_BASICS"", ""EVENT_BASED_PROGRAMMING"", ""IF_ELSE_STATEMENT"", ""FOR_LOOP"", ""WHILE_LOOP"", ""ARRAY_OPERATIONS"", ""GAME_LOOP"", ""GRAPH_BASED_AGENTIC_WORKFLOW"", ""MECHATRONICS_SYSTEMS_DIAGNOSTICS"", ""CLOSED_LOOP_NEUROSTIMULATION""]"
KW_DO	do	Keyword from reference glossary: do (related to: do_while, loop, iteration)	"{""source"": ""reference_glossary"", ""related_concepts"": [""do_while"", ""loop"", ""iteration""], ""extracted_at"": ""2026-08-03T11:55:45.077242""}"	2026-08-03T11:55:45.077245	2026-08-03T11:55:45.077246	"[""ARDUINO_BASICS"", ""PROBLEM_DECOMPOSITION"", ""EVENT_BASED_PROGRAMMING"", ""LIGHTING_AND_SHADOWS"", ""FOR_LOOP"", ""WHILE_LOOP"", ""ARRAY_OPERATIONS"", ""HTML_STRUCTURE"", ""DOM_MANIPULATION"", ""SHARED_EDITING_ETIQUETTE""]"
KW_BREAK	break	Keyword from reference glossary: break (related to: break, loop_control, exit)	"{""source"": ""reference_glossary"", ""related_concepts"": [""break"", ""loop_control"", ""exit""], ""extracted_at"": ""2026-08-03T11:55:45.077440""}"	2026-08-03T11:55:45.077443	2026-08-03T11:55:45.077444	"[""PROBLEM_DECOMPOSITION"", ""BIG_O_NOTATION"", ""BREAKPOINTS""]"
KW_CONTINUE	continue	Keyword from reference glossary: continue (related to: continue, loop_control, skip)	"{""source"": ""reference_glossary"", ""related_concepts"": [""continue"", ""loop_control"", ""skip""], ""extracted_at"": ""2026-08-03T11:55:45.077637""}"	2026-08-03T11:55:45.077640	2026-08-03T11:55:45.077641	[]
KW_RETURN	return	Keyword from reference glossary: return (related to: return, function, value, exit)	"{""source"": ""reference_glossary"", ""related_concepts"": [""return"", ""function"", ""value"", ""exit""], ""extracted_at"": ""2026-08-03T11:55:45.077898""}"	2026-08-03T11:55:45.077902	2026-08-03T11:55:45.077903	"[""NEURAL_NETWORKS_BASICS"", ""BIG_O_NOTATION"", ""FIRST_CLASS_FUNCTIONS_CONCEPT"", ""IMMUTABILITY_CONCEPT"", ""KEY_VALUE_PERSISTENCE"", ""SINGULAR_VALUE_DECOMPOSITION""]"
KW_ASYNC	async	Keyword from reference glossary: async (related to: async, await, promise, future, concurrency)	"{""source"": ""reference_glossary"", ""related_concepts"": [""async"", ""await"", ""promise"", ""future"", ""concurrency""], ""extracted_at"": ""2026-08-03T11:55:45.078159""}"	2026-08-03T11:55:45.078162	2026-08-03T11:55:45.078163	"[""EVENT_BASED_PROGRAMMING"", ""ASYNCHRONOUS_PROG_CONCEPT""]"
KW_AWAIT	await	Keyword from reference glossary: await (related to: await, async, promise, concurrency)	"{""source"": ""reference_glossary"", ""related_concepts"": [""await"", ""async"", ""promise"", ""concurrency""], ""extracted_at"": ""2026-08-03T11:55:45.078384""}"	2026-08-03T11:55:45.078387	2026-08-03T11:55:45.078388	"[""EVENT_BASED_PROGRAMMING"", ""ASYNCHRONOUS_PROG_CONCEPT""]"
KW_TRY	try	Keyword from reference glossary: try (related to: try, catch, exception, error_handling)	"{""source"": ""reference_glossary"", ""related_concepts"": [""try"", ""catch"", ""exception"", ""error_handling""], ""extracted_at"": ""2026-08-03T11:55:45.078613""}"	2026-08-03T11:55:45.078616	2026-08-03T11:55:45.078617	"[""ERROR_MESSAGES_CONCEPT"", ""RUNTIME_ERRORS"", ""DIGITAL_TWIN_SIMULATION"", ""PHOTOGRAMMETRY_AND_POINT_CLOUD""]"
KW_CATCH	catch	Keyword from reference glossary: catch (related to: catch, exception, error_handling)	"{""source"": ""reference_glossary"", ""related_concepts"": [""catch"", ""exception"", ""error_handling""], ""extracted_at"": ""2026-08-03T11:55:45.078799""}"	2026-08-03T11:55:45.078802	2026-08-03T11:55:45.078803	"[""ERROR_MESSAGES_CONCEPT"", ""RUNTIME_ERRORS""]"
KW_FINALLY	finally	Keyword from reference glossary: finally (related to: finally, cleanup, error_handling)	"{""source"": ""reference_glossary"", ""related_concepts"": [""finally"", ""cleanup"", ""error_handling""], ""extracted_at"": ""2026-08-03T11:55:45.078982""}"	2026-08-03T11:55:45.078985	2026-08-03T11:55:45.078985	[]
KW_THROW	throw	Keyword from reference glossary: throw (related to: throw, exception, raise, error)	"{""source"": ""reference_glossary"", ""related_concepts"": [""throw"", ""exception"", ""raise"", ""error""], ""extracted_at"": ""2026-08-03T11:55:45.079207""}"	2026-08-03T11:55:45.079210	2026-08-03T11:55:45.079211	"[""ERROR_MESSAGES_CONCEPT"", ""LOGIC_ERRORS"", ""SYNTAX_ERRORS"", ""RUNTIME_ERRORS""]"
KW_IMPORT	import	Keyword from reference glossary: import (related to: import, module, dependency, package)	"{""source"": ""reference_glossary"", ""related_concepts"": [""import"", ""module"", ""dependency"", ""package""], ""extracted_at"": ""2026-08-03T11:55:45.079430""}"	2026-08-03T11:55:45.079433	2026-08-03T11:55:45.079434	[]
KW_EXPORT	export	Keyword from reference glossary: export (related to: export, module, public_api)	"{""source"": ""reference_glossary"", ""related_concepts"": [""export"", ""module"", ""public_api""], ""extracted_at"": ""2026-08-03T11:55:45.079627""}"	2026-08-03T11:55:45.079630	2026-08-03T11:55:45.079631	[]
KW_FROM	from	Keyword from reference glossary: from (related to: import, module, source)	"{""source"": ""reference_glossary"", ""related_concepts"": [""import"", ""module"", ""source""], ""extracted_at"": ""2026-08-03T11:55:45.079829""}"	2026-08-03T11:55:45.079832	2026-08-03T11:55:45.079833	"[""LIGHTING_AND_SHADOWS"", ""SQL_SELECT"", ""SUSTAINABLE_COMPUTING_AND_EFFICIENT_AI""]"
KW_AS	as	Keyword from reference glossary: as (related to: alias, rename, import)	"{""source"": ""reference_glossary"", ""related_concepts"": [""alias"", ""rename"", ""import""], ""extracted_at"": ""2026-08-03T11:55:45.080018""}"	2026-08-03T11:55:45.080020	2026-08-03T11:55:45.080021	"[""PROCESS_VS_THREAD"", ""ARDUINO_BASICS"", ""SBC_BASICS"", ""FRONTEND_FRAMEWORKS"", ""RELATIONAL_VS_NONRELATIONAL"", ""CLOUD_MODELS_IAAS_PAAS_SAAS"", ""REGRESSION_CLASSIFICATION"", ""NEURAL_NETWORKS_BASICS"", ""REINFORCEMENT_LEARNING_BASICS"", ""AI_BIAS""]"
KW_NEW	new	Keyword from reference glossary: new (related to: new, instance, constructor, allocation)	"{""source"": ""reference_glossary"", ""related_concepts"": [""new"", ""instance"", ""constructor"", ""allocation""], ""extracted_at"": ""2026-08-03T11:55:45.080247""}"	2026-08-03T11:55:45.080250	2026-08-03T11:55:45.080251	"[""FILE_ALLOCATION"", ""OBJECT_INSTANTIATION"", ""RENEWABLE_ENERGY_FORECASTING""]"
KW_THIS	this	Keyword from reference glossary: this (related to: this, self, instance, context)	"{""source"": ""reference_glossary"", ""related_concepts"": [""this"", ""self"", ""instance"", ""context""], ""extracted_at"": ""2026-08-03T11:55:45.080485""}"	2026-08-03T11:55:45.080488	2026-08-03T11:55:45.080489	"[""OBJECT_INSTANTIATION"", ""TRANSFORMER_ARCHITECTURE"", ""RETRIEVAL_AUGMENTED_GENERATION"", ""AGENTIC_WORKFLOW_ORCHESTRATION"", ""AGENT_MEMORY_SYSTEMS"", ""MODEL_CONTEXT_PROTOCOL_STANDARD"", ""AUTONOMOUS_DRONE_NAVIGATION""]"
KW_SUPER	super	Keyword from reference glossary: super (related to: super, parent, inheritance, base_class)	"{""source"": ""reference_glossary"", ""related_concepts"": [""super"", ""parent"", ""inheritance"", ""base_class""], ""extracted_at"": ""2026-08-03T11:55:45.080711""}"	2026-08-03T11:55:45.080715	2026-08-03T11:55:45.080715	"[""REGRESSION_CLASSIFICATION"", ""CLUSTERING_ALGORITHMS"", ""INHERITANCE_SYNTAX"", ""QUANTUM_STATES_SUPERPOSITION""]"
KW_EXTENDS	extends	Keyword from reference glossary: extends (related to: extends, inheritance, subclass)	"{""source"": ""reference_glossary"", ""related_concepts"": [""extends"", ""inheritance"", ""subclass""], ""extracted_at"": ""2026-08-03T11:55:45.080899""}"	2026-08-03T11:55:45.080903	2026-08-03T11:55:45.080904	"[""INHERITANCE_SYNTAX""]"
KW_IMPLEMENTS	implements	Keyword from reference glossary: implements (related to: implements, interface, contract)	"{""source"": ""reference_glossary"", ""related_concepts"": [""implements"", ""interface"", ""contract""], ""extracted_at"": ""2026-08-03T11:55:45.081083""}"	2026-08-03T11:55:45.081086	2026-08-03T11:55:45.081087	"[""FEEDBACK_AND_RESPONSE"", ""MODEL_CONTEXT_PROTOCOL_STANDARD"", ""DECENTRALIZED_LEDGER_CONSENSUS"", ""NEURAL_SIGNAL_DECODING_BCI""]"
KW_ABSTRACT	abstract	Keyword from reference glossary: abstract (related to: abstract, base_class, inheritance)	"{""source"": ""reference_glossary"", ""related_concepts"": [""abstract"", ""base_class"", ""inheritance""], ""extracted_at"": ""2026-08-03T11:55:45.081259""}"	2026-08-03T11:55:45.081263	2026-08-03T11:55:45.081264	"[""ABSTRACTION_LAYERS"", ""INHERITANCE_SYNTAX"", ""STATIC_PROGRAM_ANALYSIS""]"
KW_STATIC	static	Keyword from reference glossary: static (related to: static, class_member, shared)	"{""source"": ""reference_glossary"", ""related_concepts"": [""static"", ""class_member"", ""shared""], ""extracted_at"": ""2026-08-03T11:55:45.081443""}"	2026-08-03T11:55:45.081445	2026-08-03T11:55:45.081446	"[""STATIC_MEMBERS_CONCEPT"", ""SHARED_OBSERVABLE_STATE"", ""TYPE_SYSTEMS_AND_SAFETY"", ""STATIC_PROGRAM_ANALYSIS""]"
KW_PUBLIC	public	Keyword from reference glossary: public (related to: public, access_modifier, visibility)	"{""source"": ""reference_glossary"", ""related_concepts"": [""public"", ""access_modifier"", ""visibility""], ""extracted_at"": ""2026-08-03T11:55:45.081614""}"	2026-08-03T11:55:45.081617	2026-08-03T11:55:45.081618	"[""CLOUD_DEPLOYMENT_MODELS"", ""ACCESS_MODIFIERS"", ""PUBLIC_KEY_INFRASTRUCTURE""]"
KW_PRIVATE	private	Keyword from reference glossary: private (related to: private, access_modifier, encapsulation)	"{""source"": ""reference_glossary"", ""related_concepts"": [""private"", ""access_modifier"", ""encapsulation""], ""extracted_at"": ""2026-08-03T11:55:45.081799""}"	2026-08-03T11:55:45.081802	2026-08-03T11:55:45.081802	"[""CLOUD_DEPLOYMENT_MODELS"", ""ACCESS_MODIFIERS""]"
KW_PROTECTED	protected	Keyword from reference glossary: protected (related to: protected, access_modifier, inheritance)	"{""source"": ""reference_glossary"", ""related_concepts"": [""protected"", ""access_modifier"", ""inheritance""], ""extracted_at"": ""2026-08-03T11:55:45.081971""}"	2026-08-03T11:55:45.081974	2026-08-03T11:55:45.081975	"[""INHERITANCE_SYNTAX""]"
KW_READONLY	readonly	Keyword from reference glossary: readonly (related to: readonly, immutable, property)	"{""source"": ""reference_glossary"", ""related_concepts"": [""readonly"", ""immutable"", ""property""], ""extracted_at"": ""2026-08-03T11:55:45.082149""}"	2026-08-03T11:55:45.082152	2026-08-03T11:55:45.082153	"[""COPYRIGHT_CREATIVE_COMMONS""]"
KW_GET	get	Keyword from reference glossary: get (related to: getter, property, accessor)	"{""source"": ""reference_glossary"", ""related_concepts"": [""getter"", ""property"", ""accessor""], ""extracted_at"": ""2026-08-03T11:55:45.082341""}"	2026-08-03T11:55:45.082344	2026-08-03T11:55:45.082344	"[""COPYRIGHT_CREATIVE_COMMONS"", ""HTTP_METHODS"", ""APP_EXTENSION_MODEL""]"
KW_SET	set	Keyword from reference glossary: set (related to: set, unique, collection, union, intersection)	"{""source"": ""reference_glossary"", ""related_concepts"": [""set"", ""unique"", ""collection"", ""union"", ""intersection""], ""extracted_at"": ""2026-08-03T11:55:45.082617""}"	2026-08-03T11:55:45.082621	2026-08-03T11:55:45.082621	"[""ARDUINO_BASICS"", ""SET_THEORY"", ""SCIENTIFIC_INQUIRY_METHOD"", ""DIGITAL_TWIN_SIMULATION""]"
KW_STRING	string	Keyword from reference glossary: string (related to: string, text, unicode, utf8, ascii)	"{""source"": ""reference_glossary"", ""related_concepts"": [""string"", ""text"", ""unicode"", ""utf8"", ""ascii""], ""extracted_at"": ""2026-08-03T11:55:45.082876""}"	2026-08-03T11:55:45.082879	2026-08-03T11:55:45.082880	"[""MATERIAL_AND_TEXTURE"", ""REFERENCE_TYPE_DECLARATION"", ""RETRIEVAL_AUGMENTED_GENERATION"", ""AGENT_MEMORY_SYSTEMS"", ""MODEL_CONTEXT_PROTOCOL_STANDARD"", ""VISUAL_BLOCK_TO_CODE_TRANSITION""]"
KW_NUMBER	number	Keyword from reference glossary: number (related to: number, integer, float, double, decimal)	"{""source"": ""reference_glossary"", ""related_concepts"": [""number"", ""integer"", ""float"", ""double"", ""decimal""], ""extracted_at"": ""2026-08-03T11:55:45.083147""}"	2026-08-03T11:55:45.083151	2026-08-03T11:55:45.083152	"[""TAP_GESTURE""]"
KW_BOOLEAN	boolean	Keyword from reference glossary: boolean (related to: boolean, bool, true, false, logic)	"{""source"": ""reference_glossary"", ""related_concepts"": [""boolean"", ""bool"", ""true"", ""false"", ""logic""], ""extracted_at"": ""2026-08-03T11:55:45.083428""}"	2026-08-03T11:55:45.083431	2026-08-03T11:55:45.083432	"[""SHAPE_BUILDING"", ""BOOLEAN_OPERATIONS_3D"", ""TRUTH_TABLES"", ""LOGIC_GATES"", ""PRIMITIVE_TYPE_DECLARATION"", ""LOGIC_ERRORS"", ""PROPOSITIONAL_LOGIC"", ""QUANTUM_LOGIC_GATES"", ""PATTERN_RECOGNITION_CONCEPT"", ""PROBABILISTIC_VS_DETERMINISTIC_REASONING""]"
KW_ARRAY	array	Keyword from reference glossary: array (related to: array, list, collection, index, element)	"{""source"": ""reference_glossary"", ""related_concepts"": [""array"", ""list"", ""collection"", ""index"", ""element""], ""extracted_at"": ""2026-08-03T11:55:45.083685""}"	2026-08-03T11:55:45.083688	2026-08-03T11:55:45.083689	"[""FILE_ALLOCATION"", ""ARRAY_OPERATIONS"", ""LIST_OPERATIONS"", ""DOM_MANIPULATION"", ""EVENT_HANDLERS_CONCEPT"", ""VECTOR_EMBEDDING_SEARCH"", ""PROBABILISTIC_VS_DETERMINISTIC_REASONING"", ""SCIENTIFIC_INQUIRY_METHOD""]"
KW_OBJECT	object	Keyword from reference glossary: object (related to: object, dictionary, map, key, value)	"{""source"": ""reference_glossary"", ""related_concepts"": [""object"", ""dictionary"", ""map"", ""key"", ""value""], ""extracted_at"": ""2026-08-03T11:55:45.083949""}"	2026-08-03T11:55:45.083952	2026-08-03T11:55:45.083953	"[""MAPREDUCE_CONCEPT"", ""OBJECT_PROPERTIES"", ""MATERIAL_AND_TEXTURE"", ""KEYFRAME_ANIMATION"", ""REFERENCE_TYPE_DECLARATION"", ""USER_PERSONAS"", ""OBJECT_INSTANTIATION"", ""SHARED_OBSERVABLE_STATE"", ""MAP_INTEGRATION"", ""KEY_VALUE_PERSISTENCE""]"
KW_NULL	null	Keyword from reference glossary: null (related to: null, nil, none, undefined, empty)	"{""source"": ""reference_glossary"", ""related_concepts"": [""null"", ""nil"", ""none"", ""undefined"", ""empty""], ""extracted_at"": ""2026-08-03T11:55:45.084208""}"	2026-08-03T11:55:45.084211	2026-08-03T11:55:45.084212	[]
KW_UNDEFINED	undefined	Keyword from reference glossary: undefined (related to: undefined, null, uninitialized)	"{""source"": ""reference_glossary"", ""related_concepts"": [""undefined"", ""null"", ""uninitialized""], ""extracted_at"": ""2026-08-03T11:55:45.084381""}"	2026-08-03T11:55:45.084383	2026-08-03T11:55:45.084384	[]
KW_	=	Keyword from reference glossary: = (related to: assignment, equals)	"{""source"": ""reference_glossary"", ""related_concepts"": [""assignment"", ""equals""], ""extracted_at"": ""2026-08-03T11:55:45.084523""}"	2026-08-03T11:55:45.084526	2026-08-03T11:55:45.084527	"[""MULTI_AGENT_COOPERATION""]"
KW_STACK	stack	Keyword from reference glossary: stack (related to: stack, lifo, push, pop)	"{""source"": ""reference_glossary"", ""related_concepts"": [""stack"", ""lifo"", ""push"", ""pop""], ""extracted_at"": ""2026-08-03T11:55:45.088469""}"	2026-08-03T11:55:45.088473	2026-08-03T11:55:45.088474	"[""BACKEND_FRAMEWORKS"", ""STACK_OPERATIONS""]"
KW_QUEUE	queue	Keyword from reference glossary: queue (related to: queue, fifo, enqueue, dequeue)	"{""source"": ""reference_glossary"", ""related_concepts"": [""queue"", ""fifo"", ""enqueue"", ""dequeue""], ""extracted_at"": ""2026-08-03T11:55:45.088712""}"	2026-08-03T11:55:45.088715	2026-08-03T11:55:45.088716	"[""QUEUE_OPERATIONS""]"
KW_TREE	tree	Keyword from reference glossary: tree (related to: tree, node, root, leaf, branch)	"{""source"": ""reference_glossary"", ""related_concepts"": [""tree"", ""node"", ""root"", ""leaf"", ""branch"", ""traversal""], ""extracted_at"": ""2026-08-03T11:55:45.089032""}"	2026-08-03T11:55:45.089036	2026-08-03T11:55:45.089036	"[""VERSION_CONTROL_WORKFLOW"", ""SWITCH_CASE"", ""GRAPH_MODELS"", ""DECENTRALIZED_LEDGER_CONSENSUS"", ""NATURAL_LANGUAGE_PARSING""]"
KW_GRAPH	graph	Keyword from reference glossary: graph (related to: graph, node, edge, vertex, adjacency)	"{""source"": ""reference_glossary"", ""related_concepts"": [""graph"", ""node"", ""edge"", ""vertex"", ""adjacency"", ""traversal""], ""extracted_at"": ""2026-08-03T11:55:45.089314""}"	2026-08-03T11:55:45.089318	2026-08-03T11:55:45.089319	"[""CHART_TYPES"", ""RENDERING_PIPELINE"", ""LAYER_BLEND_MODES"", ""ADJUSTMENT_LAYERS"", ""LAYER_MASKING"", ""POLYGON_MESH"", ""GRAPH_MODELS"", ""EDGE_MODEL_QUANTIZATION"", ""AIOT_DATA_PIPELINE"", ""GRAPH_BASED_AGENTIC_WORKFLOW""]"
KW_HASH	hash	Keyword from reference glossary: hash (related to: hash, sha256, md5, bcrypt, pbkdf2)	"{""source"": ""reference_glossary"", ""related_concepts"": [""hash"", ""sha256"", ""md5"", ""bcrypt"", ""pbkdf2""], ""extracted_at"": ""2026-08-03T11:55:45.089576""}"	2026-08-03T11:55:45.089579	2026-08-03T11:55:45.089580	[]
KW_MAP	map	Keyword from reference glossary: map (related to: map, dictionary, key_value, lookup)	"{""source"": ""reference_glossary"", ""related_concepts"": [""map"", ""dictionary"", ""key_value"", ""lookup""], ""extracted_at"": ""2026-08-03T11:55:45.089812""}"	2026-08-03T11:55:45.089817	2026-08-03T11:55:45.089818	"[""MAPREDUCE_CONCEPT"", ""MATERIAL_AND_TEXTURE"", ""USER_PERSONAS"", ""DNS_LOOKUP"", ""MAP_INTEGRATION"", ""LEVEL_LAYOUT"", ""SIMULTANEOUS_LOCALIZATION_MAPPING"", ""SPATIAL_COMPUTING_XR_MAPPING""]"
