code	name	description	lo_type	parent_lo_code	concept_codes
SIO-BE-GIT-REBASE-CONFLICT-RESOLVE	Rebase Commits and Resolve Code Merge Conflicts	Người học có khả năng tối ưu cây lịch sử commit bằng git rebase và giải quyết xung đột mã.	SPECIFIC_IMPL	CIO-BRANCHING-STRATEGY-COLLABORATION	VERSION_CONTROL_SOURCE_MANAGEMENT
SIO-BE-GITHUB-PR-CODE-REVIEW	Collaborate via GitHub / GitLab Pull Requests	Người học có khả năng quản lý quy trình rà soát mã nguồn qua Pull Request / Merge Request.	SPECIFIC_IMPL	CIO-BRANCHING-STRATEGY-COLLABORATION	VERSION_CONTROL_SOURCE_MANAGEMENT
ULO-RELATIONAL-DATABASES	Master Relational Data Modeling and ACID Query Execution	Người học có khả năng thiết kế và truy vấn CSDL quan hệ SQL tuân thủ tính chất ACID.	UNIVERSAL		RELATIONAL_DATABASE_SYSTEMS
CIO-SQL-QUERY-OPTIMIZATION-SCHEMA	Optimize Complex SQL Queries and Structure Normalized Schemas	Người học có khả năng viết câu lệnh SQL truy vấn đa bảng và chuẩn hóa schema CSDL.	CONCEPTUAL_IMPL	ULO-RELATIONAL-DATABASES	RELATIONAL_DATABASE_SYSTEMS
SIO-BE-POSTGRESQL-MYSQL-SCHEMA-DESIGN	Design Relational Schemas in PostgreSQL and MySQL	Người học có khả năng thiết kế sơ đồ bảng CSDL quan hệ chuẩn hóa 3NF trong PostgreSQL/MySQL.	SPECIFIC_IMPL	CIO-SQL-QUERY-OPTIMIZATION-SCHEMA	RELATIONAL_DATABASE_SYSTEMS
SIO-BE-SQL-JOIN-AGGREGATE-QUERIES	Execute Complex Multi-Table JOIN and Aggregation Queries	Người học có khả năng viết các câu lệnh SQL JOIN, GROUP BY và trích xuất chỉ số thống kê.	SPECIFIC_IMPL	CIO-SQL-QUERY-OPTIMIZATION-SCHEMA	RELATIONAL_DATABASE_SYSTEMS
SIO-BE-DATABASE-TRANSACTIONS-ACID	Enforce ACID Guarantees with Database Transactions	Người học có khả năng đảm bảo tính toàn vẹn dữ liệu bằng khối Giao dịch Transaction (BEGIN/COMMIT/ROLLBACK).	SPECIFIC_IMPL	CIO-SQL-QUERY-OPTIMIZATION-SCHEMA	RELATIONAL_DATABASE_SYSTEMS
ULO-NOSQL-DATABASES	Master Document & Key-Value Stores and BASE Properties	Người học có khả năng lựa chọn và vận hành các CSDL phi quan hệ NoSQL.	UNIVERSAL		NON_RELATIONAL_NOSQL_SYSTEMS
CIO-NOSQL-DOCUMENT-KEYVALUE-PATTERNS	Structure Unstructured Document Collections and Key-Value Caches	Người học có khả năng thiết kế tập hợp tài liệu Document và lưu đệm Key-Value.	CONCEPTUAL_IMPL	ULO-NOSQL-DATABASES	NON_RELATIONAL_NOSQL_SYSTEMS
SIO-BE-MONGODB-DOCUMENT-STORE-QUERY	Store and Query JSON Documents in MongoDB	Người học có khả năng lưu trữ và truy vấn tài liệu JSON trong CSDL MongoDB.	SPECIFIC_IMPL	CIO-NOSQL-DOCUMENT-KEYVALUE-PATTERNS	NON_RELATIONAL_NOSQL_SYSTEMS
SIO-BE-REDIS-IN-MEMORY-KEY-VALUE	Cache In-Memory Key-Value Payloads in Redis	Người học có khả năng lưu đệm dữ liệu siêu tốc trên bộ nhớ RAM bằng Redis.	SPECIFIC_IMPL	CIO-NOSQL-DOCUMENT-KEYVALUE-PATTERNS	NON_RELATIONAL_NOSQL_SYSTEMS
SIO-BE-CAP-THEOREM-BASE-CONSISTENCY	Analyze CAP Theorem Trade-offs in Distributed NoSQL Databases	Người học có khả năng đánh giá sự đánh đổi giữa Consistency và Availability theo định lý CAP.	SPECIFIC_IMPL	CIO-NOSQL-DOCUMENT-KEYVALUE-PATTERNS	NON_RELATIONAL_NOSQL_SYSTEMS
ULO-DATABASE-INDEXING	Master B-Tree Indexing Structures and Query Cost Profiling	Người học có khả năng tối ưu hóa tốc độ truy vấn CSDL bằng chỉ mục Index.	UNIVERSAL		DATABASE_INDEXING_OPTIMIZATION
CIO-QUERY-PLAN-COST-PROFILING	Profile Execution Plans and Eliminate Full Table Scans	Người học có khả năng phân tích cây chi phí câu lệnh EXPLAIN và loại bỏ quét toàn bộ bảng.	CONCEPTUAL_IMPL	ULO-DATABASE-INDEXING	DATABASE_INDEXING_OPTIMIZATION
SIO-BE-BTREE-COMPOSITE-INDEX-CREATE	Create B-Tree and Composite Indexes on High-Traffic Columns	Người học có khả năng tạo chỉ mục B-Tree và Composite Index cho các cột thường xuyên truy vấn.	SPECIFIC_IMPL	CIO-QUERY-PLAN-COST-PROFILING	DATABASE_INDEXING_OPTIMIZATION
SIO-BE-EXPLAIN-ANALYZE-QUERY-PLAN	Analyze Execution Plans via EXPLAIN ANALYZE	Người học có khả năng đọc và phân tích kế hoạch thực thi câu lệnh bằng EXPLAIN ANALYZE.	SPECIFIC_IMPL	CIO-QUERY-PLAN-COST-PROFILING	DATABASE_INDEXING_OPTIMIZATION
SIO-BE-SLOW-QUERY-LOG-OPTIMIZE	Identify and Refactor Slow Database Queries	Người học có khả năng phát hiện và tối ưu lại các câu lệnh SQL chạy chậm (Slow Queries).	SPECIFIC_IMPL	CIO-QUERY-PLAN-COST-PROFILING	DATABASE_INDEXING_OPTIMIZATION
ULO-RESTFUL-API-DESIGN	Master REST Architectural Constraints and Resource Representation	Người học có khả năng thiết kế các chuẩn giao tiếp RESTful Web API chuyên nghiệp.	UNIVERSAL		RESTFUL_API_DESIGN_SPEC
CIO-RESOURCE-ORIENTED-ENDPOINTS	Structure Resource-Oriented Endpoints and Standardize Status Codes	Người học có khả năng xây dựng các tuyến đường API hướng tài nguyên và định dạng mã lỗi.	CONCEPTUAL_IMPL	ULO-RESTFUL-API-DESIGN	RESTFUL_API_DESIGN_SPEC
SIO-BE-REST-HTTP-VERBS-STATUS-CODES	Map Resource Operations to HTTP Verbs and Status Codes	Người học có khả năng gán đúng các phương thức HTTP (GET, POST, PUT, DELETE) và mã trạng thái (200, 201, 400, 404, 500).	SPECIFIC_IMPL	CIO-RESOURCE-ORIENTED-ENDPOINTS	RESTFUL_API_DESIGN_SPEC
SIO-BE-OPENAPI-SWAGGER-SPECIFICATION	Document API Endpoints with OpenAPI / Swagger Specifications	Người học có khả năng tự động sinh và chuẩn hóa tài liệu API bằng tệp cấu hình OpenAPI/Swagger.	SPECIFIC_IMPL	CIO-RESOURCE-ORIENTED-ENDPOINTS	RESTFUL_API_DESIGN_SPEC
SIO-BE-STATELESS-API-COMMUNICATION	Enforce Stateless RESTful Server Communication	Người học có khả năng thiết kế kiến trúc máy chủ REST không lưu trạng thái phiên (Stateless).	SPECIFIC_IMPL	CIO-RESOURCE-ORIENTED-ENDPOINTS	RESTFUL_API_DESIGN_SPEC
ULO-GRAPHQL-BACKEND-API	Master GraphQL Schema Types and Single Endpoint Query Engines	Người học có khả năng phát triển giao diện GraphQL API cho phía backend.	UNIVERSAL		GRAPHQL_API_SCHEMA_ARCHITECTURE
CIO-SCHEMA-RESOLVER-DATA-LOADER	Structure GraphQL Schemas and Resolve Batch Data Loaders	Người học có khả năng viết Schema SDL và gộp các truy vấn CSDL qua DataLoader.	CONCEPTUAL_IMPL	ULO-GRAPHQL-BACKEND-API	GRAPHQL_API_SCHEMA_ARCHITECTURE
SIO-BE-GRAPHQL-SDL-SCHEMA-TYPES	Define GraphQL Schema Types, Queries and Mutations	Người học có khả năng khai báo các kiểu dữ liệu và phương thức trong GraphQL Schema.	SPECIFIC_IMPL	CIO-SCHEMA-RESOLVER-DATA-LOADER	GRAPHQL_API_SCHEMA_ARCHITECTURE
SIO-BE-GRAPHQL-RESOLVER-IMPLEMENTATION	Implement Server Resolvers for Graph Operations	Người học có khả năng viết các hàm Resolver giải mã truy vấn dữ liệu từ CSDL.	SPECIFIC_IMPL	CIO-SCHEMA-RESOLVER-DATA-LOADER	GRAPHQL_API_SCHEMA_ARCHITECTURE
SIO-BE-DATALOADER-BATCHING-PREVENT-NPLUS1	Prevent N+1 Query Problems via DataLoader Batching	Người học có khả năng triệt tiêu sự cố N+1 query bằng thư viện DataLoader.	SPECIFIC_IMPL	CIO-SCHEMA-RESOLVER-DATA-LOADER	GRAPHQL_API_SCHEMA_ARCHITECTURE
ULO-AUTH-SECURITY-ARCHITECTURE	Master Identity Authentication and Access Control Models	Người học có khả năng bảo mật ứng dụng bằng các cơ chế xác thực và phân quyền nâng cao.	UNIVERSAL		AUTH_SECURITY_ARCHITECTURE
CIO-IDENTITY-ACCESS-CONTROL-MODELS	Implement JWT Verification and Role-Based Access Controls	Người học có khả năng kiểm tra chữ ký số JWT và phân quyền người dùng theo vai trò (RBAC).	CONCEPTUAL_IMPL	ULO-AUTH-SECURITY-ARCHITECTURE	AUTH_SECURITY_ARCHITECTURE
SIO-BE-JWT-TOKEN-SIGN-VERIFY	Issue and Verify JSON Web Tokens (JWT) for API Auth	Người học có khả năng khởi tạo và xác thực chữ ký số JWT token trong các request HTTP.	SPECIFIC_IMPL	CIO-IDENTITY-ACCESS-CONTROL-MODELS	AUTH_SECURITY_ARCHITECTURE
SIO-BE-OAUTH2-OPENID-CONNECT-FLOW	Integrate Social Login via OAuth 2.0 and OpenID Connect	Người học có khả năng tích hợp đăng nhập nhanh qua Google/GitHub bằng chuẩn OAuth 2.0.	SPECIFIC_IMPL	CIO-IDENTITY-ACCESS-CONTROL-MODELS	AUTH_SECURITY_ARCHITECTURE
SIO-BE-RBAC-ROLE-BASED-AUTHORIZATION	Enforce Role-Based Access Control (RBAC) Middlewares	Người học có khả năng phân quyền truy cập các endpoint API theo vai trò RBAC qua Middleware.	SPECIFIC_IMPL	CIO-IDENTITY-ACCESS-CONTROL-MODELS	AUTH_SECURITY_ARCHITECTURE
ULO-WEB-SECURITY-SAFEGUARDS	Master Web Application Safeguards and OWASP Risk Mitigation	Người học có khả năng bảo vệ ứng dụng backend trước các lỗ hổng bảo mật phổ biến.	UNIVERSAL		WEB_SECURITY_OWASP_SAFEGUARDS
CIO-THREAT-MITIGATION-HASHING	Mitigate Injection Attacks and Enforce Password Hashing	Người học có khả năng chống tấn công SQL Injection và băm mật khẩu an toàn với bcrypt/argon2.	CONCEPTUAL_IMPL	ULO-WEB-SECURITY-SAFEGUARDS	WEB_SECURITY_OWASP_SAFEGUARDS
SIO-BE-SQL-INJECTION-PARAMETRIZED-PREVENT	Prevent SQL Injection via Parametrized Queries and ORMs	Người học có khả năng ngăn chặn tấn công SQL Injection bằng câu lệnh tham số hóa hoặc ORM.	SPECIFIC_IMPL	CIO-THREAT-MITIGATION-HASHING	WEB_SECURITY_OWASP_SAFEGUARDS
SIO-BE-BCRYPT-ARGON2-PASSWORD-HASHING	Hash Passwords Safely with bcrypt and Argon2 Algorithms	Người học có khả năng mã hóa băm mật khẩu người dùng bằng thuật toán bcrypt / Argon2.	SPECIFIC_IMPL	CIO-THREAT-MITIGATION-HASHING	WEB_SECURITY_OWASP_SAFEGUARDS
SIO-BE-CORS-CSRF-RATE-LIMITING-PROTECT	Configure CORS Policies and Rate Limiting Protection	Người học có khả năng thiết lập cờ bảo mật CORS, chống CSRF và giới hạn tần suất gọi API (Rate Limiting).	SPECIFIC_IMPL	CIO-THREAT-MITIGATION-HASHING	WEB_SECURITY_OWASP_SAFEGUARDS
ULO-CACHING-STRATEGIES	Master Distributed In-Memory Caching and Cache Invalidation	Người học có khả năng tối ưu tốc độ ứng dụng bằng các chiến lược lưu đệm cache.	UNIVERSAL		CACHING_PERFORMANCE_ACCELERATION
CIO-CACHE-PATTERN-EXPIRATION	Implement Cache-Aside Patterns and Manage TTL Expirations	Người học có khả năng thiết lập mô hình Cache-Aside và thời gian hết hạn TTL.	CONCEPTUAL_IMPL	ULO-CACHING-STRATEGIES	CACHING_PERFORMANCE_ACCELERATION
SIO-BE-REDIS-CACHE-ASIDE-PATTERN	Implement Cache-Aside Pattern with Redis Store	Người học có khả năng lưu đệm các truy vấn CSDL phổ biến vào Redis theo mô hình Cache-Aside.	SPECIFIC_IMPL	CIO-CACHE-PATTERN-EXPIRATION	CACHING_PERFORMANCE_ACCELERATION
SIO-BE-CACHE-TTL-EXPIRATION-INVALIDATION	Configure TTL Expirations and Manage Cache Invalidation	Người học có khả năng quản lý thời gian sống TTL và tự động xóa đệm khi dữ liệu thay đổi.	SPECIFIC_IMPL	CIO-CACHE-PATTERN-EXPIRATION	CACHING_PERFORMANCE_ACCELERATION
SIO-BE-CDN-HTTP-HEADER-CACHING	Set HTTP Cache-Control Headers for Edge CDNs	Người học có khả năng cấu hình header Cache-Control để phân phối lưu đệm trên mạng CDN.	SPECIFIC_IMPL	CIO-CACHE-PATTERN-EXPIRATION	CACHING_PERFORMANCE_ACCELERATION
ULO-MESSAGE-QUEUES-EVENT-STREAMING	Master Message Queuing Brokers and Event Stream Processing	Người học có khả năng tách rã tác vụ nặng và giao tiếp bất đồng bộ qua Message Queues.	UNIVERSAL		MESSAGE_QUEUES_EVENT_STREAMING
CIO-MESSAGE-BROKER-PUBLISH-SUBSCRIBE	Publish Messages to Queues and Process Background Jobs	Người học có khả năng phát tin nhắn vào hàng chờ và cho các Worker xử lý ngầm.	CONCEPTUAL_IMPL	ULO-MESSAGE-QUEUES-EVENT-STREAMING	MESSAGE_QUEUES_EVENT_STREAMING
SIO-BE-RABBITMQ-KAFKA-EVENT-STREAM	Stream Events with RabbitMQ and Apache Kafka Brokers	Người học có khả năng truyền nạp các sự kiện ứng dụng qua RabbitMQ hoặc Apache Kafka.	SPECIFIC_IMPL	CIO-MESSAGE-BROKER-PUBLISH-SUBSCRIBE	MESSAGE_QUEUES_EVENT_STREAMING
SIO-BE-CELERY-BACKGROUND-WORKER-JOBS	Offload Long-Running Tasks to Celery Async Workers	Người học có khả năng đẩy các tác vụ nặng (gửi email, xử lý ảnh) cho Celery Async Workers.	SPECIFIC_IMPL	CIO-MESSAGE-BROKER-PUBLISH-SUBSCRIBE	MESSAGE_QUEUES_EVENT_STREAMING
SIO-BE-EVENT-DRIVEN-ARCHITECTURE-DECOUPLE	Decouple Microservices via Event-Driven Architecture	Người học có khả năng kết nối và giảm độ phụ thuộc giữa các microservices bằng kiến trúc Event-Driven.	SPECIFIC_IMPL	CIO-MESSAGE-BROKER-PUBLISH-SUBSCRIBE	MESSAGE_QUEUES_EVENT_STREAMING
ULO-SYSTEM-DESIGN-SCALABILITY	Master Scalable Systems Architecture and High Availability	Người học có khả năng thiết kế hạ tầng phần mềm có khả năng mở rộng quy mô lớn.	UNIVERSAL		SYSTEM_DESIGN_SCALABILITY_CONCEPT
CIO-LOAD-BALANCING-SCALING-STRATEGY	Distribute Traffic via Load Balancers and Scale Horizontally	Người học có khả năng phân tải ứng dụng qua Nginx/HAProxy và mở rộng hàng ngang (Horizontal Scaling).	CONCEPTUAL_IMPL	ULO-SYSTEM-DESIGN-SCALABILITY	SYSTEM_DESIGN_SCALABILITY_CONCEPT
SIO-BE-HORIZONTAL-VERTICAL-SCALING-SERVERS	Scale Backend Infrastructure Horizontally and Vertically	Người học có khả năng mở rộng dung lượng máy chủ theo chiều ngang (Horizontal) và chiều dọc (Vertical).	SPECIFIC_IMPL	CIO-LOAD-BALANCING-SCALING-STRATEGY	SYSTEM_DESIGN_SCALABILITY_CONCEPT
SIO-BE-NGINX-HAPROXY-LOAD-BALANCING	Distribute HTTP Traffic with Nginx and HAProxy Load Balancers	Người học có khả năng cấu hình Nginx/HAProxy làm thiết bị phân tải lưu lượng mạng.	SPECIFIC_IMPL	CIO-LOAD-BALANCING-SCALING-STRATEGY	SYSTEM_DESIGN_SCALABILITY_CONCEPT
SIO-BE-DATABASE-SHARDING-REPLICATION	Shard Database Tables and Configure Read Replicas	Người học có khả năng phân rã CSDL lớn (Database Sharding) và dựng các bản sao đọc (Read Replicas).	SPECIFIC_IMPL	CIO-LOAD-BALANCING-SCALING-STRATEGY	SYSTEM_DESIGN_SCALABILITY_CONCEPT
ULO-API-GATEWAY-ROUTING	Master API Gateway Routers and Microservice Mesh Control	Người học có khả năng điều phối lưu lượng vào hệ thống Microservices bằng API Gateway.	UNIVERSAL		API_GATEWAY_ROUTING_SERVICE
CIO-GATEWAY-ROUTING-RATE-LIMIT	Route Client Requests and Enforce Gateway Rate Limits	Người học có khả năng điều hướng các request từ client đến các dịch vụ con tương ứng.	CONCEPTUAL_IMPL	ULO-API-GATEWAY-ROUTING	API_GATEWAY_ROUTING_SERVICE
SIO-BE-KONG-TRAEFIK-API-GATEWAY-SETUP	Route Microservice Requests via Kong / Traefik Gateway	Người học có khả năng cấu hình API Gateway (Kong/Traefik) tập trung quản lý các tuyến đường.	SPECIFIC_IMPL	CIO-GATEWAY-ROUTING-RATE-LIMIT	API_GATEWAY_ROUTING_SERVICE
SIO-BE-CONSUL-SERVICE-DISCOVERY-LOOKUP	Discover Microservice Instances with Consul Service Discovery	Người học có khả năng tự động phát hiện địa chỉ các dịch vụ con bằng Consul Service Discovery.	SPECIFIC_IMPL	CIO-GATEWAY-ROUTING-RATE-LIMIT	API_GATEWAY_ROUTING_SERVICE
SIO-BE-GATEWAY-RATE-LIMITING-CIRCUIT-BREAKER	Protect Backend Services via Rate Limiting and Circuit Breakers	Người học có khả năng ngăn chặn sự cố ngắt mạch dây chuyền bằng cờ Circuit Breaker tại Gateway.	SPECIFIC_IMPL	CIO-GATEWAY-ROUTING-RATE-LIMIT	API_GATEWAY_ROUTING_SERVICE
ULO-CICD-DEPLOYMENT-AUTOMATION	Master Continuous Integration Pipelines and Automated Cloud Deployments	Người học có khả năng xây dựng quy trình tự động hóa đóng gói và triển khai ứng dụng.	UNIVERSAL		CICD_DEPLOYMENT_AUTOMATION_CONCEPT
CIO-AUTOMATED-PIPELINE-CLOUD-DISPATCH	Deploy Containerized Apps to Cloud Infrastructure Automatically	Người học có khả năng tự động build tệp ảnh container và deploy lên đám mây khi có code mới.	CONCEPTUAL_IMPL	ULO-CICD-DEPLOYMENT-AUTOMATION	CICD_DEPLOYMENT_AUTOMATION_CONCEPT
SIO-BE-GITHUB-ACTIONS-CI-CD-PIPELINE	Automate Testing and Build Pipelines via GitHub Actions	Người học có khả năng xây dựng đường ống kiểm thử và đóng gói tự động bằng GitHub Actions.	SPECIFIC_IMPL	CIO-AUTOMATED-PIPELINE-CLOUD-DISPATCH	CICD_DEPLOYMENT_AUTOMATION_CONCEPT
SIO-BE-DOCKER-CONTAINER-PACKAGING-PROD	Package Production Server Applications into Docker Images	Người học có khả năng đóng gói mã nguồn backend thành tệp hình ảnh Docker container.	SPECIFIC_IMPL	CIO-AUTOMATED-PIPELINE-CLOUD-DISPATCH	CICD_DEPLOYMENT_AUTOMATION_CONCEPT
SIO-BE-AWS-GCP-CLOUD-DEPLOYMENT-HOST	Deploy Server Applications to Cloud Infrastructure (AWS / GCP)	Người học có khả năng triển khai ứng dụng backend lên hạ tầng điện toán đám mây AWS / GCP.	SPECIFIC_IMPL	CIO-AUTOMATED-PIPELINE-CLOUD-DISPATCH	CICD_DEPLOYMENT_AUTOMATION_CONCEPT
ULO-SOFTWARE-DESIGN-PATTERNS	Master Object-Oriented Design Patterns and Architectural Layers	Người học có khả năng áp dụng các mẫu thiết kế phần mềm chuẩn mực cho codebase.	UNIVERSAL		SOFTWARE_DESIGN_PATTERNS_CONCEPT
CIO-DESIGN-PATTERN-STRUCTURAL-LAYOUT	Implement Repository Patterns and Clean Layered Architectures	Người học có khả năng tách rã các tầng ứng dụng theo Repository Pattern và Clean Architecture.	CONCEPTUAL_IMPL	ULO-SOFTWARE-DESIGN-PATTERNS	SOFTWARE_DESIGN_PATTERNS_CONCEPT
SIO-BE-FACTORY-SINGLETON-STRATEGY-PATTERNS	Implement Creational and Behavioral Patterns (Factory, Strategy)	Người học có khả năng áp dụng các mẫu thiết kế khởi tạo và hành vi (Factory, Singleton, Strategy).	SPECIFIC_IMPL	CIO-DESIGN-PATTERN-STRUCTURAL-LAYOUT	SOFTWARE_DESIGN_PATTERNS_CONCEPT
SIO-BE-REPOSITORY-PATTERN-DATA-ACCESS	Decouple Data Access Layer via Repository Pattern	Người học có khả năng phân rã tầng truy cập dữ liệu CSDL khỏi business logic bằng Repository Pattern.	SPECIFIC_IMPL	CIO-DESIGN-PATTERN-STRUCTURAL-LAYOUT	SOFTWARE_DESIGN_PATTERNS_CONCEPT
SIO-BE-CLEAN-ARCHITECTURE-LAYERS	Structure Enterprise Projects using Clean Architecture Principles	Người học có khả năng tổ chức dự án theo các lớp ranh giới độc lập của Clean Architecture.	SPECIFIC_IMPL	CIO-DESIGN-PATTERN-STRUCTURAL-LAYOUT	SOFTWARE_DESIGN_PATTERNS_CONCEPT
ULO-MICROSERVICES-ARCHITECTURE	Master Decomposed Microservices and Distributed Consensus	Người học có khả năng phân rã ứng dụng Monolith lớn thành hệ thống Microservices.	UNIVERSAL		MICROSERVICES_DISTRIBUTED_SYSTEMS
CIO-SAGA-PATTERN-DISTRIBUTED-TRANSACTIONS	Manage Distributed Transactions via Saga Pattern and CQRS	Người học có khả năng quản lý giao dịch phân tán giữa nhiều dịch vụ bằng Saga Pattern.	CONCEPTUAL_IMPL	ULO-MICROSERVICES-ARCHITECTURE	MICROSERVICES_DISTRIBUTED_SYSTEMS
SIO-BE-DOMAIN-DRIVEN-DESIGN-BOUNDED-CONTEXT	Decompose Monoliths using Domain-Driven Design (DDD)	Người học có khả năng phân rã ứng dụng Monolith thành các Bounded Context theo Domain-Driven Design.	SPECIFIC_IMPL	CIO-SAGA-PATTERN-DISTRIBUTED-TRANSACTIONS	MICROSERVICES_DISTRIBUTED_SYSTEMS
SIO-BE-SAGA-PATTERN-DISTRIBUTED-TRANSACTIONS	Orchestrate Distributed Transactions via Saga Pattern	Người học có khả năng điều phối các giao dịch phân tán giữa nhiều CSDL qua Saga Pattern.	SPECIFIC_IMPL	CIO-SAGA-PATTERN-DISTRIBUTED-TRANSACTIONS	MICROSERVICES_DISTRIBUTED_SYSTEMS
SIO-BE-CQRS-EVENT-SOURCING-READ-WRITE	Separate Read and Write Models with CQRS and Event Sourcing	Người học có khả năng tách riêng mô hình đọc và ghi dữ liệu bằng cú pháp CQRS và Event Sourcing.	SPECIFIC_IMPL	CIO-SAGA-PATTERN-DISTRIBUTED-TRANSACTIONS	MICROSERVICES_DISTRIBUTED_SYSTEMS
ULO-STRUCTURED-LOGGING-OBSERVABILITY	Master Structured Log Telemetry and Distributed Tracing	Người học có khả năng làm chủ công tác ghi log và giám sát truy vết hệ thống backend.	UNIVERSAL		STRUCTURED_LOGGING_OBSERVABILITY_CONCEPT
CIO-TELEMETRY-TRACE-COLLECTION	Collect Structured JSON Logs and Trace API Requests	Người học có khả năng thu thập log chuẩn JSON và truy vết độ trễ request qua OpenTelemetry.	CONCEPTUAL_IMPL	ULO-STRUCTURED-LOGGING-OBSERVABILITY	STRUCTURED_LOGGING_OBSERVABILITY_CONCEPT
SIO-BE-STRUCTURED-JSON-LOGGING-PINO	Generate Structured JSON Logs via Pino / Winston	Người học có khả năng ghi nhật ký log ứng dụng có cấu trúc theo định dạng JSON.	SPECIFIC_IMPL	CIO-TELEMETRY-TRACE-COLLECTION	STRUCTURED_LOGGING_OBSERVABILITY_CONCEPT
SIO-BE-OPENTELEMETRY-JAEGER-TRACING	Trace Distributed API Requests with OpenTelemetry and Jaeger	Người học có khả năng truy vết hành trình gọi API qua các dịch vụ bằng OpenTelemetry và Jaeger.	SPECIFIC_IMPL	CIO-TELEMETRY-TRACE-COLLECTION	STRUCTURED_LOGGING_OBSERVABILITY_CONCEPT
SIO-BE-PROMETHEUS-GRAFANA-MONITORING	Monitor Backend Metrics using Prometheus and Grafana	Người học có khả năng thu thập và hiển thị các chỉ số tài nguyên backend trên Grafana dashboard.	SPECIFIC_IMPL	CIO-TELEMETRY-TRACE-COLLECTION	STRUCTURED_LOGGING_OBSERVABILITY_CONCEPT
