code	name	description	topic_codes	keywords	cs2023_ka_mapping	metadata
ABSTRACTION_LAYERS	Layers of Abstraction	Hiểu cách các hệ thống phức tạp được xây dựng dựa trên nhiều lớp trừu tượng, mỗi lớp che giấu chi tiết của lớp dưới.	ABSTRACTION_LAYERS	abstraction, layers, information hiding	SDF, SE	{"icon": "layer-group"}
PROBLEM_DECOMPOSITION	Problem Decomposition	Kỹ thuật chia một vấn đề lớn và phức tạp thành các vấn đề con nhỏ hơn, dễ quản lý hơn, là một phần cốt lõi của tư duy tính toán.	PROBLEM_DECOMPOSITION	decomposition, divide and conquer, problem solving	SDF, AL	{"icon": "puzzle-piece"}
CREATIONAL_PATTERNS	Creational Design Patterns	Hiểu mục đích của các mẫu thiết kế khởi tạo, như Singleton (đảm bảo một lớp chỉ có một thể hiện) và Factory (tạo đối tượng mà không cần chỉ rõ lớp cụ thể).	CREATIONAL_PATTERNS	creational patterns, singleton, factory	SE	{"icon": "plus-square"}
STRUCTURAL_PATTERNS	Structural Design Patterns	Hiểu mục đích của các mẫu thiết kế cấu trúc, như Adapter (cho phép các giao diện không tương thích làm việc với nhau) và Decorator (thêm chức năng cho đối tượng một cách linh hoạt).	STRUCTURAL_PATTERNS	structural patterns, adapter, decorator	SE	{"icon": "sitemap"}
BEHAVIORAL_PATTERNS	Behavioral Design Patterns	Hiểu mục đích của các mẫu thiết kế hành vi, như Observer (định nghĩa sự phụ thuộc một-nhiều) và Strategy (cho phép chọn thuật toán lúc chạy).	BEHAVIORAL_PATTERNS	behavioral patterns, observer, strategy	SE	{"icon": "directions"}
AGILE_PRINCIPLES	Agile Principles	Nắm vững các nguyên tắc cốt lõi của phát triển phần mềm linh hoạt, như ưu tiên sự hài lòng của khách hàng và thích ứng với thay đổi.	AGILE_PRINCIPLES	Agile, manifesto, iterative development	SE	{"icon": "users-class"}
SCRUM_ROLES_EVENTS	Scrum Roles and Events	Nhận biết các vai trò (Product Owner, Scrum Master) và các sự kiện (Sprint, Daily Standup, Retrospective) trong khuôn khổ Scrum.	SCRUM_ROLES_EVENTS	Scrum, sprint, standup, backlog, roles	SE	{"icon": "users-cog"}
VERSION_CONTROL_WORKFLOW	Version Control Workflow	Hiểu và áp dụng một quy trình làm việc với Git, như Git Flow, để quản lý các nhánh (feature, develop, release) một cách hiệu quả trong nhóm.	VERSION_CONTROL_WORKFLOW	Git workflow, Git Flow, branching strategy	SE	{"icon": "code-branch"}
FRONTEND_FRAMEWORKS	Frontend Frameworks/Libraries	Hiểu vai trò của các thư viện/framework như React, Vue, Angular trong việc xây dựng các giao diện người dùng tương tác và có cấu trúc.	FRONTEND_FRAMEWORKS	frameworks, React, Angular, Vue, SPA	SPD	{"icon": "react"}
BACKEND_FRAMEWORKS	Backend Frameworks	Hiểu vai trò của các framework như Django (Python), Express (Node.js) trong việc tăng tốc xây dựng logic và API phía máy chủ.	BACKEND_FRAMEWORKS	frameworks, Django, Express, Spring, backend	SPD	{"icon": "server"}
RELATIONAL_VS_NONRELATIONAL	Relational vs. NoSQL Databases	So sánh sự khác biệt cơ bản giữa cơ sở dữ liệu quan hệ (SQL) và không quan hệ (NoSQL) về mô hình dữ liệu, tính nhất quán và khả năng mở rộng.	RELATIONAL_VS_NONRELATIONAL	SQL vs NoSQL, relational, non-relational	DM	{"icon": "database"}
DATA_EXPLORATION_EDA	Exploratory Data Analysis (EDA)	Hiểu quy trình Phân tích Dữ liệu Khám phá để tóm tắt các đặc điểm chính của tập dữ liệu, thường bằng các phương pháp trực quan.	DATA_COLLECTION	EDA, data exploration, data analysis	DM	{"icon": "search-plus"}
DATA_CLEANING_TECHNIQUES	Data Cleaning Techniques	Nắm vững các kỹ thuật cơ bản để xử lý dữ liệu bị thiếu (missing values), dữ liệu nhiễu (noise) và dữ liệu không nhất quán.	DATA_COLLECTION	data cleaning, preprocessing, missing data	DM	{"icon": "broom"}
CHART_TYPES	Choosing Appropriate Chart Types	Nắm vững cách lựa chọn loại biểu đồ phù hợp (cột, đường, tròn, phân tán) để biểu diễn các loại dữ liệu và thông điệp khác nhau.	CHART_TYPES	charts, graphs, visualization, chart selection	GIT	{"icon": "chart-pie-alt"}
CLOUD_MODELS_IAAS_PAAS_SAAS	Cloud Service Models	Phân biệt ba mô hình dịch vụ điện toán đám mây chính: IaaS (Cơ sở hạ tầng), PaaS (Nền tảng), và SaaS (Phần mềm như một Dịch vụ).	CLOUD_MODELS_IAAS_PAAS_SAAS	IaaS, PaaS, SaaS, cloud services	PDC	{"icon": "cloud"}
CLOUD_DEPLOYMENT_MODELS	Cloud Deployment Models	Phân biệt các mô hình triển khai đám mây: Public, Private, và Hybrid Cloud.	CLOUD_DEPLOYMENT_MODELS	public cloud, private cloud, hybrid cloud	PDC	{"icon": "cloud-upload-alt"}
VIRTUALIZATION	Virtualization Concept	Hiểu công nghệ ảo hóa, cho phép tạo ra các phiên bản ảo của tài nguyên máy tính như máy chủ, hệ điều hành, hoặc mạng.	VIRTUALIZATION	virtualization, VM, hypervisor	OS, PDC	{"icon": "desktop"}
MAPREDUCE_CONCEPT	MapReduce Concept	Hiểu mô hình lập trình MapReduce để xử lý song song các tập dữ liệu lớn, bao gồm hai bước chính là map và reduce.	MAPREDUCE_CONCEPT	MapReduce, big data, distributed processing	PDC	{"icon": "stream"}
CAP_THEOREM	CAP Theorem	Nắm vững định lý CAP (Consistency, Availability, Partition tolerance) và sự đánh đổi của nó trong các hệ thống phân tán.	CAP_THEOREM	CAP theorem, distributed systems, consistency	PDC	{"icon": "balance-scale-right"}
REGRESSION_CLASSIFICATION	Regression vs. Classification	Phân biệt hai loại bài toán chính trong học có giám sát: dự đoán giá trị liên tục (hồi quy) và dự đoán nhãn (phân loại).	SUPERVISED_LEARNING	regression, classification, supervised learning	AI	{"icon": "file-invoice"}
CLUSTERING_ALGORITHMS	Clustering Algorithms	Hiểu khái niệm phân cụm và các thuật toán cơ bản như K-Means để nhóm các điểm dữ liệu tương tự lại với nhau.	UNSUPERVISED_LEARNING	clustering, K-Means, unsupervised learning	AI	{"icon": "shapes"}
NEURAL_NETWORKS_BASICS	Neural Networks Basics	Nắm vững các thành phần cơ bản của mạng nơ-ron nhân tạo, bao gồm nơ-ron, lớp (layer), trọng số và hàm kích hoạt.	NEURAL_NETWORKS_BASICS	neural network, neuron, layer, activation function	AI	{"icon": "brain-circuit"}
AI_HISTORY_MILESTONES	History and Milestones of AI	Nhận biết các cột mốc lịch sử quan trọng trong sự phát triển của AI, từ phép thử Turing đến sự bùng nổ của Deep Learning.	AI_HISTORY_MILESTONES	AI history, Turing test, deep learning	AI, SEP	{"icon": "monument"}
TYPES_OF_AI	Types of AI: Narrow vs. General	Phân biệt giữa AI hẹp (chuyên cho một nhiệm vụ cụ thể) và AI tổng quát (có khả năng trí tuệ như con người).	TYPES_OF_AI	narrow AI, general AI, AGI, strong AI	AI	{"icon": "brain"}
REINFORCEMENT_LEARNING_BASICS	Reinforcement Learning Basics	Nắm vững các thành phần cốt lõi của học tăng cường: tác nhân (agent), môi trường (environment), hành động (action), trạng thái (state), và phần thưởng (reward).	REINFORCEMENT_LEARNING	reinforcement learning, agent, reward, RL	AI	{"icon": "gamepad-alt"}
AI_BIAS	Bias in AI	Hiểu cách thiên vị trong dữ liệu huấn luyện hoặc trong thiết kế thuật toán có thể dẫn đến các quyết định không công bằng từ hệ thống AI.	AI_BIAS	AI bias, fairness, ethics, training data	AI, SEP	{"icon": "balance-scale"}
ALGORITHMIC_BIAS_SOCIETY	Algorithmic Bias in Society	Phân tích cách các thuật toán có thể tạo ra hoặc khuếch đại các thành kiến xã hội, dẫn đến các quyết định không công bằng trong đời sống.	ALGORITHMIC_BIAS_SOCIETY	algorithmic bias, fairness, ethics, societal impact	SEP, AI	{"icon": "balance-scale"}
IOT_PROTOCOLS_MQTT	IoT Messaging Protocols (MQTT)	Hiểu nguyên lý hoạt động của giao thức MQTT theo mô hình publish-subscribe, được thiết kế cho các thiết bị IoT.	IOT_PROTOCOLS_MQTT	MQTT, publish-subscribe, IoT protocols	NC, SPD	{"icon": "envelope-open-text"}
IOT_SECURITY_THREATS	Common IoT Security Threats	Nhận biết các mối đe dọa bảo mật đặc thù cho thiết bị IoT, như tấn công vào firmware, mật khẩu mặc định yếu, và các giao thức không an toàn.	IOT_SECURITY_THREATS	IoT security, firmware, botnet	SEC	{"icon": "shield-virus"}
IOT_SAFETY_RISKS	IoT Safety Risks	Phân tích các rủi ro về an toàn vật lý do hệ thống IoT gây ra, ví dụ như lỗi trong xe tự lái, thiết bị y tế, hoặc nhà thông minh.	IOT_SAFETY_RISKS	IoT safety, physical risk, critical systems	SEP, SEC	{"icon": "car-crash"}
RENDERING_PIPELINE	Graphics Rendering Pipeline	Hiểu các giai đoạn chính trong quy trình kết xuất đồ họa, từ mô hình 3D đến các pixel cuối cùng trên màn hình.	RENDERING_CONCEPTS	rendering pipeline, vertex shader, fragment shader	GIT	{"icon": "stream"}
SIMULATION_MODELING	Simulation Modeling	Hiểu các kỹ thuật xây dựng mô hình toán học và tính toán để mô phỏng một hệ thống hoặc hiện tượng trong thế giới thực.	RENDERING_CONCEPTS	simulation, modeling, physics engine	GIT	{"icon": "project-diagram"}
2D_3D_TRANSFORMATIONS_MATH	2D/3D Geometric Transformations	Hiểu cách sử dụng các phép toán ma trận cơ bản cho việc tịnh tiến (translation), quay (rotation), và co giãn (scaling) các đối tượng.	GEOMETRIC_TRANSFORMATIONS	transformations, matrix, translation, rotation, scaling	GIT, MSF	{"icon": "ruler-combined"}
USER_CENTERED_DESIGN	User-Centered Design Process	Hiểu quy trình thiết kế lấy người dùng làm trung tâm, nhấn mạnh việc thấu hiểu và đáp ứng nhu cầu của người dùng ở mọi giai đoạn.	USER_CENTERED_DESIGN	UCD, user-centered, design thinking	HCI	{"icon": "user-check"}
PERSONAS_AND_SCENARIOS	Personas and Scenarios	Nắm vững kỹ thuật tạo ra các hồ sơ người dùng hư cấu (personas) và các kịch bản sử dụng (scenarios) để định hướng thiết kế.	USER_RESEARCH	persona, scenario, user story	HCI	{"icon": "user-tie"}
AFFORDANCES_SIGNIFIERS	Affordances and Signifiers	Phân biệt khái niệm "khả năng" (affordances - những gì một đối tượng có thể làm) và "dấu hiệu" (signifiers - gợi ý trực quan về cách sử dụng).	AFFORDANCES_SIGNIFIERS	affordance, signifier, discoverability	HCI	{"icon": "lightbulb-on"}
FEEDBACK_AND_RESPONSE	Feedback and System Response	Hiểu tầm quan trọng của việc cung cấp phản hồi ngay lập tức và rõ ràng cho các hành động của người dùng để tạo ra trải nghiệm tốt.	FEEDBACK_AND_RESPONSE	feedback, response time, user interface	HCI	{"icon": "comment-alt-dots"}
DIGITAL_IDENTITY	Digital Identity Management	Hiểu khái niệm về danh tính số và cách quản lý hình ảnh cá nhân và chuyên nghiệp trên các nền tảng trực tuyến.	DIGITAL_INTERACTION, PRIVACY_SETTINGS	digital identity, online profile, reputation	SEP	{"icon": "id-card"}
INFORMATION_CREDIBILITY	Assessing Information Credibility	Phát triển kỹ năng đánh giá độ tin cậy của thông tin trực tuyến, bao gồm kiểm tra nguồn, tác giả, và phát hiện thông tin sai lệch.	INFORMATION_CREDIBILITY	credibility, fact-checking, misinformation	SEP	{"icon": "check-double"}
DIGITAL_FOOTPRINT	Digital Footprint	Hiểu rằng mọi hoạt động trực tuyến đều để lại một "dấu chân số" có thể tồn tại lâu dài và ảnh hưởng đến quyền riêng tư và danh tiếng.	DIGITAL_FOOTPRINT	digital footprint, privacy, online presence	SEP	{"icon": "shoe-prints"}
CYBERBULLYING	Cyberbullying and Response	Nhận biết các hình thức bắt nạt trên mạng và các chiến lược để ứng phó một cách an toàn và hiệu quả.	CYBERBULLYING	cyberbullying, online safety, harassment	SEP	{"icon": "user-ninja"}
COPYRIGHT_CREATIVE_COMMONS	Copyright & Creative Commons	Phân biệt giữa bản quyền tiêu chuẩn ("all rights reserved") và các giấy phép mở như Creative Commons ("some rights reserved").	COPYRIGHT_CREATIVE_COMMONS	copyright, Creative Commons, licenses, intellectual property	SEP	{"icon": "copyright"}
DIGITAL_DIVIDE	The Digital Divide	Hiểu về khoảng cách trong việc tiếp cận, sử dụng và hưởng lợi từ công nghệ giữa các nhóm dân cư khác nhau.	DIGITAL_DIVIDE	digital divide, equity, access, inclusion	SEP	{"icon": "users-slash"}
LAYER_BLEND_MODES	Layer Blending Modes	Hiểu cách các chế độ hòa trộn (Multiply, Screen, Overlay) xác định cách các lớp pixel tương tác với nhau để tạo ra hiệu ứng hình ảnh.	RASTER_GRAPHICS_CONCEPTS	blending modes, layers, Photoshop	GIT	{"icon": "layer-group"}
ADJUSTMENT_LAYERS	Non-Destructive Adjustment Layers	Nắm vững kỹ thuật sử dụng các lớp hiệu chỉnh riêng biệt để thay đổi màu sắc/tông độ mà không phá hủy dữ liệu điểm ảnh gốc.	RASTER_GRAPHICS_CONCEPTS	adjustment layers, non-destructive, Photoshop	GIT	{"icon": "sliders-h"}
LAYER_MASKING	Layer Masking	Kỹ thuật sử dụng mặt nạ (mask) thang độ xám để che hoặc hiện các phần của một lớp một cách linh hoạt và phi phá hủy.	RASTER_GRAPHICS_CONCEPTS	layer mask, masking, Photoshop	GIT	{"icon": "fill-drip"}
IMAGE_WARPING	Mesh and Liquify Warping	Hiểu các kỹ thuật làm biến dạng hình ảnh một cách tự do bằng cách sử dụng lưới (mesh warp) hoặc các công cụ mô phỏng chất lỏng (liquify).	IMAGE_WARPING	warping, liquify, mesh warp, image manipulation	GIT	{"icon": "border-style-alt"}
IMAGE_RETOUCHING	Image Retouching Techniques	Nắm vững các kỹ thuật làm sạch và phục chế ảnh như xóa khuyết điểm (spot healing), nhân bản (clone stamp) và vá thông minh (content-aware fill).	IMAGE_RETOUCHING	retouching, healing brush, clone stamp	GIT	{"icon": "magic"}
IMAGE_COMPOSITING	Image Compositing	Kỹ thuật kết hợp nhiều hình ảnh khác nhau để tạo thành một tác phẩm duy nhất, liền mạch, thường sử dụng layer mask và blending modes.	IMAGE_COMPOSITING	compositing, photomontage, image combination	GIT	{"icon": "images"}
QR_CODE_GENERATION	QR Code Generation	Hiểu khái niệm và ứng dụng của việc tạo mã QR (Quick Response) trong thiết kế đồ họa vector.	VECTOR_GRAPHICS_CONCEPTS	QR code, vector, barcode	GIT	{"icon": "qrcode"}
STROKE_PROPERTIES	Advanced Stroke Properties	Tìm hiểu các thuộc tính nâng cao của đường viền vector như thay đổi độ dày, kiểu nét đứt, và áp dụng họa tiết.	VECTOR_GRAPHICS_CONCEPTS	stroke, path, vector, Illustrator	GIT	{"icon": "pen-fancy"}
SHAPE_BUILDING	Shape Building	Kỹ thuật sử dụng các phép toán Boolean (hợp, trừ, giao) một cách trực quan để xây dựng các hình khối vector phức tạp từ các hình đơn giản.	VECTOR_GRAPHICS_CONCEPTS, SOLID_MODELING	shape builder, pathfinder, boolean operations	GIT	{"icon": "shapes"}
OBJECT_PROPERTIES	Object Properties/Attributes	Hiểu rằng các đối tượng trong một môi trường lập trình có các thuộc tính (properties) có thể truy cập và thay đổi được (ví dụ: object.x, object.color).	CLASSES_OBJECTS	properties, attributes, state, object	SDF, HCI	{"icon": "list"}
EVENT_BASED_PROGRAMMING	Event-Based Programming Model	Hiểu mô hình lập trình trong đó luồng của chương trình được quyết định bởi các sự kiện (như hành động của người dùng) thay vì một chuỗi lệnh tuần tự.	EVENT_HANDLERS	event-driven, event loop, asynchronous	FPL, HCI	{"icon": "hand-point-up"}
LIGHTING_AND_SHADOWS	Lighting and Shadows	Hiểu vai trò của các loại nguồn sáng (hướng, điểm, khu vực) và cách chúng tương tác với các vật thể để tạo ra bóng đổ trong một cảnh 3D.	RENDERING_CONCEPTS	lighting, shadows, 3D rendering, light source	GIT	{"icon": "lightbulb-on"}
MATERIAL_AND_TEXTURE	Material and Texture Mapping	Phân biệt giữa vật liệu (xác định thuộc tính bề mặt như độ bóng, màu sắc) và kết cấu (áp một hình ảnh 2D lên bề mặt 3D).	RENDERING_CONCEPTS	material, texture, UV mapping, shading	GIT	{"icon": "bowling-ball"}
KEYFRAME_ANIMATION	Keyframe Animation	Nắm vững nguyên tắc tạo hoạt hình bằng cách định nghĩa các trạng thái chính (keyframe) tại các điểm thời gian khác nhau và để phần mềm nội suy chuyển động ở giữa.	3D_ANIMATION_PRINCIPLES	keyframe, animation, timeline, interpolation	GIT	{"icon": "film"}
BOOLEAN_OPERATIONS_3D	3D Boolean Operations	Sử dụng các phép toán Boolean (Union, Subtract, Intersect) trên các khối hình học rắn để tạo ra các hình dạng 3D phức tạp.	SOLID_MODELING	boolean operations, CSG, 3D modeling	GIT	{"icon": "shapes"}
MESH_EXTRUSION	Mesh Extrusion	Hiểu kỹ thuật kéo dài (extrude) một mặt, cạnh hoặc đỉnh của một mắt lưới để tạo ra hình khối mới.	POLYGONAL_MODELING	extrude, polygonal modeling, 3D modeling	GIT	{"icon": "caret-square-up"}
POLYGON_MESH	Polygonal Mesh (Vertex, Edge, Face)	Nắm vững cấu trúc của một mắt lưới đa giác, bao gồm ba thành phần cơ bản là đỉnh (vertex), cạnh (edge), và mặt (face).	POLYGONAL_MODELING	mesh, vertex, edge, face, 3D model	GIT	{"icon": "draw-polygon"}
TRANSFORMATION_OPERATIONS	2D Transformation Operations	Thực hiện các phép biến đổi hình học 2D cơ bản trên các đối tượng đồ họa: di chuyển (translate), xoay (rotate), và thay đổi kích thước (scale).	RASTER_GRAPHICS_CONCEPTS, VECTOR_GRAPHICS_CONCEPTS	transform, translate, rotate, scale	GIT	{"icon": "expand-arrows-alt"}
COLOR_THEORY	Color Theory	Hiểu các mô hình màu cơ bản (RGB, CMYK, HSV) và các nguyên tắc phối màu (tương phản, tương đồng) trong thiết kế.	GRAPHIC_DESIGN_PRINCIPLES	color theory, RGB, CMYK, color wheel	GIT	{"icon": "palette"}
COMPOSITION_PRINCIPLES	Composition Principles	Áp dụng các nguyên tắc bố cục trong thiết kế như Quy tắc 1/3, đường dẫn thị giác, và sự cân bằng để tạo ra một thiết kế hài hòa.	GRAPHIC_DESIGN_PRINCIPLES	composition, layout, rule of thirds, balance	GIT, HCI	{"icon": "th-large"}
BASIC_MECHANISMS	Basic Mechanisms	Nhận biết và hiểu nguyên lý hoạt động của các cơ cấu cơ khí đơn giản như bánh răng, đòn bẩy và ròng rọc.	BASIC_MECHANISMS	gears, levers, pulleys, mechanical advantage	SPD	{"icon": "cogs"}
BASIC_ELECTRONIC_COMPONENTS	Basic Electronic Components	Nhận biết các linh kiện điện tử thụ động (điện trở, tụ điện) và chủ động (transistor, diode) và chức năng cơ bản của chúng.	BASIC_ELECTRONIC_COMPONENTS	resistor, capacitor, diode, transistor	AR	{"icon": "bolt"}
CIRCUIT_PRINCIPLES	Basic Circuit Principles	Áp dụng các nguyên tắc cơ bản về mạch điện, như định luật Ohm và cách các linh kiện hoạt động khi mắc nối tiếp và song song.	CIRCUIT_PRINCIPLES	Ohm's law, series circuit, parallel circuit	AR	{"icon": "project-diagram"}
OSI_MODEL	The OSI Model	Mô tả 7 tầng của mô hình tham chiếu OSI và chức năng chính của mỗi tầng trong quá trình giao tiếp mạng.	NET_LAYERS	OSI model, 7 layers, networking model	NC	{"icon": "layer-group"}
TCP_IP_MODEL	The TCP/IP Model	Mô tả 4 tầng của mô hình TCP/IP (mô hình thực tế của Internet) và sự tương ứng với mô hình OSI.	NET_LAYERS	TCP/IP model, Internet protocol suite	NC	{"icon": "network-wired"}
IPV4_VS_IPV6	IPv4 vs. IPv6	So sánh cấu trúc, không gian địa chỉ và sự cần thiết của IPv6 so với IPv4.	IP_ROUTING	IPv4, IPv6, IP address, addressing	NC	{"icon": "map-signs"}
SUBNETTING	Subnetting	Nắm vững kỹ thuật chia một mạng IP lớn thành các mạng con (subnets) nhỏ hơn để quản lý hiệu quả và tối ưu hóa địa chỉ.	IP_ROUTING	subnet, subnet mask, CIDR, networking	NC	{"icon": "sitemap"}
GREEDY_ALGORITHMS	Greedy Algorithms	Hiểu chiến lược thiết kế thuật toán Tham lam: đưa ra lựa chọn có vẻ tốt nhất ở mỗi bước với hy vọng dẫn đến giải pháp tối ưu toàn cục.	ALGO_STRATEGIES	greedy, optimization, algorithmic strategy	AL	{"icon": "hand-holding-usd"}
DIVIDE_CONQUER	Divide and Conquer	Hiểu chiến lược Chia để trị: chia bài toán lớn thành các bài toán con độc lập, giải quyết chúng, rồi kết hợp kết quả lại.	ALGO_STRATEGIES	divide and conquer, recursion, merge sort	AL	{"icon": "columns"}
DYNAMIC_PROGRAMMING	Dynamic Programming	Hiểu kỹ thuật Quy hoạch động: giải quyết các bài toán con chồng chéo bằng cách lưu lại kết quả để tránh tính toán lại.	ALGO_STRATEGIES	dynamic programming, DP, memoization, tabulation	AL	{"icon": "table"}
BIG_O_NOTATION	Big O Notation	Sử dụng ký hiệu Big O để mô tả độ phức tạp tiệm cận (asymptotic complexity) của thuật toán, đo lường hiệu năng khi kích thước đầu vào tăng lên.	ALGO_ANALYSIS	Big O, complexity, time complexity, space complexity	AL	{"icon": "tachometer-alt"}
